ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
GAD981249758,CALIBER COLLISION CENTERS - COVINGTON,GA,------,VSQG,4127 SALEM RD,COVINGTON,GA,30016,33.571255,-83.958209,3  ,N  ,H----,------         
GAD981275340,KENNICKELL PRINTING CO INC,GA,------,VSQG,1700 E PRESIDENT ST,SAVANNAH,GA,31414,32.070973,-81.062488,3  ,N  ,H----,------         
GAD091538223,"GEORGIA-PACIFIC WOOD PRODUCTS LLC, MADISON PLYWOOD FACILITY",GA,------,VSQG,1400 WOODKRAFT RD,MADISON,GA,30650,33.613108,-83.426501,3  ,N  ,H----,------         
GAR000083717,VITALINK RESEARCH - HAMILTON MILL,GA,------,VSQG,"3625 BRASELTON HIGHWAY,  SUITE 203",DACULA,GA,30019,34.067936,-83.922414,3  ,N  ,H----,------         
GAR000058966,WALMART SUPERCENTER #5786,GA,------,VSQG,1100 OLD PHILADELPHIA ROAD,JASPER,GA,30143,34.475443,-84.454127,3  ,N  ,H----,------         
GAR000057513,WALMART SUPERCENTER #5735,GA,------,VSQG,5010 STEINER WAY,GROVETOWN,GA,30813,33.481165,-82.196354,3  ,N  ,H----,------         
GAR000084384,LOWE'S OF TIFTON GA  #1508,GA,------,SQG,2000 US HIGHWAY 82 WEST,TIFTON,GA,31793,31.448148,-83.587118,2  ,N  ,H----,------         
GAR000080358,PRIME NOW LLC - UGA4,GA,------,SQG,2232 NORTHMONT PARKWAY,DULUTH,GA,30096,33.972656,-84.11144,2  ,N  ,H----,------         
GAR000049403,MR GOLF CARTS ,GA,------,SQG,310 MILLS RD,WAYNESBORO,GA,30830,33.100571,-81.997854,2  ,N  ,H----,------         
GAR000084202,"LOWE'S OF JOHN'S CREEK, GA  #710",GA,------,SQG,3580 PEACHTREE PARKWAY,SUWANEE,GA,30024,34.071117,-84.166837,2  ,N  ,H----,------         
GAR000074963,KROGER  011-0315,GA,------,VSQG,134 BANKS CROSSING,FAYETTEVILLE,GA,30214,33.470534,-84.447725,3  ,N  ,H----,------         
GAR000088104,PENSKE TRUCK LEASING CO LP,GA,------,VSQG,433 COMMERCE COURT,CAIRO,GA,39828,30.870131,-84.179124,3  ,N  ,H----,------         
GAR000084210,"LOWE'S OF DOUGLASVILLE, GA  #730",GA,------,SQG,7001 DOUGLAS BLVD,DOUGLASVILLE,GA,30135,33.726202,-84.757026,2  ,N  ,H----,------         
GAR000084236,"LOWE'S OF CONYERS, GA  #1076",GA,------,SQG,1901 GEORGIA HIGHWAY 138  SE,CONYERS,GA,30013,33.649061,-84.0107,2  ,N  ,H----,------         
GAR000047910,WALMART SUPERCENTER #3748,GA,------,VSQG,3826 COBB PKWY N,ACWORTH,GA,30101,34.053562,-84.704126,3  ,N  ,H----,------         
GAR000046490,RITE AID,GA,------,Other,355 WALT SANDERS MEMORIAL DR,NEWNAN,GA,30265,,,N  ,N  ,-----,------         
GAR000076562,OLD CASTLE ENCLOSURES,GA,------,VSQG,3000 NEW MCEVER RD,ACWORTH,GA,30101,34.058869,-84.663369,3  ,N  ,H----,------         
GAR000070326,WALGREENS DRUG STORE 17194,GA,------,VSQG,3687 HWY 5,DOUGLASVILLE,GA,30135,33.721581,-84.763309,3  ,N  ,H----,------         
GAR000082396,ALCHEM CHEMICAL COMPANY,GA,------,Other,1587 MARIETTA ROAD   NW,ATLANTA,GA,30318,33.808038,-84.449829,N  ,N  ,-----,------         
GAR000066084,CVS PHARMACY #7974,GA,------,VSQG,7355 ROSWELL ROAD,ATLANTA,GA,30350,33.977958,-84.351253,3  ,N  ,H----,------         
GAD000614347,ETHICON,GA,------,LQG,655 ETHICON CIRCLE,CORNELIA,GA,30531,34.529866,-83.534601,1  ,N  ,H----,------         
GAR000046094,TARGET STORE T2331,GA,------,SQG,1907 E. VICTORY DR,SAVANNAH,GA,31404,32.048024,-81.084783,2  ,N  ,H----,------         
GAR000063966,CVS PHARMACY #5411,GA,------,Other,3788 ROSWELL RD NE,ATLANTA,GA,30342,,,N  ,N  ,-----,------         
GAR000063784,CVS PHARMACY #2103,GA,------,VSQG,2935 FIVE FORKS TRICKUM ROAD,LAWRENCEVILLE,GA,30044,33.908588,-84.03688,3  ,N  ,H----,------         
GAR000048348,SOUTHERN CABINETRY & MILLWORKS INC,GA,------,Other,697 INDUSTRIAL PARK DR,EVANS,GA,30809,33.55382,-82.120629,N  ,N  ,-----,------         
GAR000030668,JIMMY SMITH INC,GA,------,VSQG,699 AIRPORT RD,LAWRENCEVILLE,GA,30046,33.982524,-83.96499,3  ,N  ,H----,------         
GA7210800002,HARTWELL PROJECT,GA,------,VSQG,6961 ANDERSON HWY,HARTWELL,GA,30643,34.34176,-82.829647,3  ,N  ,H----,------         
GAR000060012,"NIBCO, INC.",GA,------,VSQG,1900 OLD UNION POINT RD.,GREENSBORO,GA,30642,,,3  ,N  ,H----,------         
GAR000008748,"EAGLE RAILCAR SERVICES - GORDON, GA LLC",GA,------,LQG,109 BALL PARK ROAD,GORDON,GA,31031,32.881678,-83.347501,1  ,N  ,H----,------         
GAD000814368,GEORGIA-PACIFIC WOOD PRODUCTS LLC MDF/PB,GA,------,Other,791 GEORGIA PACIFIC RD,MONTICELLO,GA,31064,33.282849,-83.70023,N  ,N  ,-----,------         
GAR000054106,MAPEI CORPORATION,GA,------,VSQG,2424 ABUTMENT ROAD,DALTON,GA,30721,34.732779,-84.962571,3  ,N  ,H----,------         
GAD984288811,TEXTILE RUBBER & CHEMICAL CO INC (TEX-L DIV),GA,------,SQG,1400 TIARCO DR SW,DALTON,GA,30721,34.688838,-84.994457,2  ,N  ,H----,------         
GA0000056275,CIRCLE K #1882,GA,------,Other,5785 STEWARTS MILL RD,DOUGLASVILLE,GA,30134,,,N  ,N  ,-----,------         
GAR000033936,CHATTAHOOCHEE ENERGY FACILITY,GA,------,VSQG,3459 HOLLINGSWORTH FERRY ROAD,FRANKLIN,GA,30217,33.400263,-85.060053,3  ,N  ,H----,------         
GAR000075879,CRAZY SOX LLC /DBA BIO-ONE ATLANTA,GA,------,Transporter,5530 HUGH HOWELL RD,STONE MOUNTAIN,GA,30087,33.840471,-84.16674,N  ,Y  ,H----,------         
GAR000074385,DAVIS BROTHERS PETROLEUM,GA,------,Other,2299 OPEN POND RD,WHIGHAM,GA,39897,,,N  ,N  ,-----,------         
GAD981219678,REYNOLDS-WARREN EQUIPMENT CO,GA,------,VSQG,1945 FOREST PKWY,LAKE CITY,GA,30260,33.610644,-84.33151,3  ,N  ,H----,------         
GAR000088864,SALLY BEAUTY SUPPLY #2057,GA,------,VSQG,963 BULLS BORO DR. STE B,NEWNAN,GA,30263,33.389302,-84.773975,3  ,N  ,H----,------         
GAD984280081,FIELDALE FARMS CORNELIA PLANT,GA,------,VSQG,124 WAYSIDE STREET,CORNELIA,GA,30531,34.515047,-83.535831,3  ,N  ,H----,------         
GAR000083402,MACY'S - STONECREST #748,GA,------,VSQG,8030 MALL PARKWAY,LITHONIA,GA,30038,33.693633,-84.094932,3  ,N  ,H----,------         
GAR000064196,CVS PHARMACY #2175,GA,------,VSQG,2738 NORTH DECATUR ROAD,DECATUR,GA,30030,33.792965,-84.288568,3  ,N  ,H----,------         
GAR000067272,CLUB CAR,GA,------,SQG,4125 WASHINGTON RD,EVANS,GA,30809,33.552082,-82.154646,2  ,N  ,H----,------         
GAR000017046,HUBER CARBONATES - MARBLE HILL,GA,------,VSQG,10322 HWY 53 E,MARBLE HILL,GA,30148,34.420355,-84.322917,3  ,N  ,H----,------         
GAR000053652,ROSEBUD COLLISION CENTER OF LOGANVILLE INC,GA,------,VSQG,2210 COMMERCE DRIVE,LOGANVILLE,GA,30052,33.833568,-83.878407,3  ,N  ,H----,------         
GAR000080887,MISTRAS SERVICES ELLABELL GA ,GA,------,SQG,1001 ORACAL PARKWAY,ELLABELL,GA,31308,32.177963,-81.449187,2  ,N  ,H----,------         
GAR000076075,CUSTOM DESIGN KITCHENS INC,GA,------,SQG,5282 PALMERO COURT,BUFORD,GA,30518,34.133533,-83.961332,2  ,N  ,H----,------         
GAR000084079,"LOWE'S OF ALBANY, GA  #491",GA,------,SQG,1200 NORTH WESTOVER BLVD,ALBANY,GA,31707,31.620276,-84.215913,2  ,N  ,H----,------         
GAR000066829,CVS PHARMACY #7744,GA,------,VSQG,809 SOUTH OAK STREET,EATONTON,GA,31024,33.311748,-83.390883,3  ,N  ,H----,------         
GA0000045112,UNITED PARCEL SERVICE - BRUNSWICK CENTER,GA,------,VSQG,2104 COAST ST,BRUNSWICK,GA,31520,,,3  ,N  ,H----,------         
GAR000081273,PIRELLI TIRE NORTH AMERICA,GA,------,Other,100 PIRELLI DRIVE,ROME,GA,30161,34.178698,-85.193647,N  ,N  ,-----,------         
GAR000017707,POLYVENTIVE LLC (DALTON NORTH),GA,------,VSQG,1202 DOZIER STREET,DALTON,GA,30721,34.769694,-84.951003,3  ,N  ,H----,------         
GAR000066548,CVS PHARMACY #4742,GA,------,VSQG,2444 WESLEY CHAPEL ROAD,DECATUR,GA,30035,33.723173,-84.214278,3  ,N  ,H----,------         
GAR000070169,WALGREENS DRUG STORE 17697,GA,------,VSQG,192 1ST AVENUE,EAST ELLIJAY,GA,30540,34.68122,-84.473951,3  ,N  ,H----,------         
GAR000076463,TRACTOR SUPPLY #1953,GA,------,VSQG,2661 HWY 92 - FAIRBURN RD,DOUGLASVILLE,GA,30135,33.747375,-84.700467,3  ,N  ,H----,------         
GAD984312587,GIDDENS CHEVROLET,GA,------,Other,202 WEST MAIN,LAKELAND,GA,31635,31.040264,-83.078569,N  ,N  ,-----,------         
GAR000084129,"LOWE'S OF W. MARIETTA, GA  #545",GA,------,SQG,2650 DALLAS HWY  SW,MARIETTA,GA,30064,33.944844,-84.686744,2  ,N  ,H----,------         
GAR000074179,A & A DIE INC,GA,------,Other,2197 IRVINDALE DR,ATLANTA,GA,30341,33.896903,-84.296793,N  ,N  ,-----,------         
GAR000070177,WALGREENS DRUG STORE 17232,GA,------,VSQG,1320 CLEVELAND HIGHWAY,DALTON,GA,30721,34.844917,-84.943188,3  ,N  ,H----,------         
GAR000077016,E-Z-GO  DIVISION OF TEXTRON,GA,------,VSQG,3316 PERKINS RD,AUGUSTA,GA,30906,33.399243,-81.990466,3  ,N  ,H----,------         
GAR000076869,ARMADA LITHIA SPRINGS,GA,------,VSQG,875 MAXHAM RD,LITHIA SPRINGS,GA,30122,33.786598,-84.62363,3  ,N  ,H----,------         
GAD980803837,COOKSON ELECTRONICS ASSEMBLY,GA,------,Other,200 TECHNOLOGY DR,ALPHARETTA,GA,30005-3971,34.113425,-84.219053,N  ,N  ,--A--,------         
GAR000076406,CABELA'S FORT OGLETHORPE RETAIL,GA,------,Other,350 COBB PARKWAY,RINGGOLD,GA,30736,34.970393,-85.194596,N  ,N  ,-----,------         
GAR000004614,GUARDIAN AUTOMOTIVE LAGRANGE MOULDING,GA,------,Other,1560 LUKKEN INDUSTRIAL DRIVE WEST,LAGRANGE,GA,30240,33.013093,-85.054544,N  ,N  ,-----,------         
GAD991275280,GLOBAL DORAVILLE EAST TERMINAL,GA,------,SQG,4143 WINTERS CHAPEL ROAD,DORAVILLE,GA,30360,33.913219,-84.270262,2  ,N  ,H----,------         
GAD981270614,ABF FREIGHT SYSTEMS INC,GA,------,LQG,1165  WILBURN RD,CONLEY,GA,30288,33.654988,-84.341699,1  ,N  ,H----,------         
GAR000084053,LOWE'S OF WARNER ROBINS GA  #483,GA,------,SQG,2704 WATSON BLVD,WARNER ROBINS,GA,31093,32.618286,-83.655065,2  ,N  ,H----,------         
GA6202932244,FEDERAL LAW ENFORCMENT TRAINING CENTER,GA,------,LQG,1131 CHAPEL CROSSING RD.,GLYNCO,GA,31524,31.225752,-81.477599,1  ,N  ,H----,------         
GAR000034991,"INNOVATIVE CHEMICAL TECHNOLOGIES, INC.",GA,------,LQG,8 RIVERSIDE DRIVE,CARTERSVILLE,GA,30120,34.141832,-84.847189,1  ,N  ,H----,------         
GAR000053538, INVERIS TRAINING SOLUTIONS ,GA,------,VSQG,296 BROGDON RD,SUWANEE,GA,30024,34.070433,-84.059456,3  ,N  ,H----,------         
GAR000096677,BLACKROCK RECYCLING,GA,------,Other,20 DOUGLAS ST,ROME,GA,30161,34.207002,-85.17875,N  ,N  ,H---S,------         
GAR000031120,CBW'S NORTHLAKE COLLISION,GA,------,Other,3000 NORTHLAKE PKWY BLDG 100,COLUMBUS,GA,31909,,,N  ,N  ,-----,------         
GAR000084152,"LOWE'S OF N. COLUMBUS, GA  #636",GA,------,SQG,6750 VETERANS PARKWAY,COLUMBUS,GA,31909,32.560344,-84.939592,2  ,N  ,H----,------         
GAR000084160,"LOWE'S OF STONE MOUNTAIN, GA  #640",GA,------,SQG,4855 STONE MOUNTAIN HIGHWAY,LILBURN,GA,30047,33.83467,-84.081205,2  ,N  ,H----,------         
GAR000023051,ADVANCED STEEL TECHNOLOGY,GA,------,VSQG,300 WEST HERMITAGE RD NE,ROME,GA,30161,34.326485,-85.096646,3  ,N  ,H----,------         
GAR000062745,A & R WELDING CO INC,GA,------,Other,552 DECATUR STREET SE,ATLANTA,GA,30312,33.750572,-84.374162,N  ,N  ,-----,------         
GAR000063115,VELOCITY LOGISTICS LLC,GA,------,Other,105 EAGLE VISTA PKWY  SW,ATLANTA,GA,30336,,,N  ,N  ,-----,------         
GA0000045161,UNITED PARCEL SERVICE - CAIRO CENTER,GA,------,VSQG,1918 US 84 EAST,CAIRO,GA,31728,,,3  ,N  ,H----,------         
GAR000043760,"DBA/ NTB, NATIONAL TIRE & BATTERY #772",GA,------,Other,10625 STATE BRIDGE ROAD,ALPHARETTA,GA,30022,,,N  ,N  ,-----,------         
GAR000082776,SHOT SPOT LLC,GA,------,VSQG,970 HAYS MILL RD    BUILDING 200,CARROLLTON,GA,30117,33.543871,-85.091261,3  ,N  ,H----,------         
GAD981269830,TANNER MEDICAL CENTER CARROLLTON,GA,------,SQG,705 DIXIE STREET,CARROLLTON,GA,30117,33.571551,-85.072421,2  ,N  ,H----,------         
GAR000076729,INTERFOR US INC - PRESTON DIVISION,GA,------,SQG,378 TOLLESON RD,PRESTON,GA,31824,32.038215,-84.491431,2  ,N  ,H----,------         
GA0000180323,COCA COLA BOTTLING CO -  AUSTELL,GA,------,Other,450 LEE INDUSTRIAL BLVD,AUSTELL,GA,30168,33.774089,-84.550811,N  ,N  ,-----,------         
GAR000076786,PIEDMONT WALTON HOSPITAL,GA,------,SQG,2151 WEST SPRING STREET,MONROE,GA,30655,33.792745,-83.732176,2  ,N  ,H----,------         
GAR000066993,GRADY GENERAL HOSPITAL,GA,------,VSQG,1155 5TH STREET,CAIRO,GA,39828,30.886864,-84.199906,3  ,N  ,H----,------         
GAR000076885,ALL CRANE RENTAL OF GEORGIA,GA,------,SQG,8100 PHILLIPS DR,AUSTELL,GA,30168,,,2  ,N  ,H----,------         
GAD981245178,SHAW INDUSTRIES GROUP INC - PLANT 22,GA,------,SQG,1990 WARRENTON HIGHWAY,THOMSON,GA,30824,33.446314,-82.539947,2  ,N  ,H----,------         
GAR000060418,WALMART DISTRIBUTION CENTER #7086,GA,------,VSQG,163 PORTSIDE CT,SAVANNAH,GA,31407,32.161297,-81.195183,3  ,N  ,H----,------         
GAD984306886,DO-RITE BATTERY CO,GA,------,Other,2113 SOUTH CENTRAL AVE,TIFTON,GA,31794,31.441844,-83.515768,N  ,N  ,-----,------         
GAD981251960,FREUDENBERG-NOK GENERAL PARTNERSHIP,GA,------,Other,1649 FORREST AVE,LAGRANGE,GA,30240,,,N  ,N  ,-----,------         
GAD050450485,DAN RIVER INC CRYSTAL SPRINGS,GA,------,Other,LONG ST,CHICKAMAUGA,GA,30707,34.873333,-85.293333,N  ,N  ,-----,------         
GAD003299369,SCRUGGS CO ASPHALT PLANT,GA,------,Other,NORTH HWY 41,VALDOSTA,GA,31601,,,N  ,N  ,-----,------         
GAD981266315,TELE-DAT LIMITED INC,GA,------,Other,1726 LINWOOD AVE,EAST POINT,GA,30344,33.679695,-84.445385,N  ,N  ,-----,------         
GAD981264963,CSX TRANSPORTATION-NICHOLLS,GA,------,Other,BIRMINGHAM AVE @ TOOL HOUSE,NICHOLLS,GA,31554,,,N  ,N  ,-----,------         
GAD981225816,STERLING WOOD PRODUCTS,GA,------,Other,GRANTS FERRY RD,STERLING,GA,31521,,,N  ,N  ,-----,------         
GAD109261354,AKZO COATINGS SIKKENS,GA,------,Other,6040-H NORTHBELT DR.,NORCROSS,GA,30071,33.928692,-84.216963,N  ,N  ,-----,------         
GAD981235138,TREMCRETE INC,GA,------,Other,4492 COMMERCE CIRCLE SW,ATLANTA,GA,30336,33.760921,-84.531076,N  ,N  ,-----,------         
GAR000014779,MCCHANIN DISTRIBUTION SYSTEMS,GA,------,Other,2211 LITHONIA IND BLVD,LITHONIA,GA,30058,,,N  ,N  ,-----,------         
GAD984318790,AIKEN AUTO PARTS ICN DBA NAPA AUTO PARTS,GA,------,VSQG,1337 REYNOLDS ST,AUGUSTA,GA,30901,33.480448,-81.975868,3  ,N  ,H----,------         
GAD984318816,CENTRAL LABEL PRODUCTS DIV OF ITW,GA,------,VSQG,235 CONWAY DR,BOGART,GA,30606,33.944246,-83.480893,3  ,N  ,H----,------         
GAD984310219,ALLSTATE,GA,------,Other,3585 NORTHSIDE PKWY,ATLANTA,GA,30339,,,N  ,N  ,-----,------         
GAD981019821,COBB COLLISION SPECIALISTS,GA,------,Other,1701 -A SPRING ST SE,SMYRNA,GA,30080,33.883592,-84.505128,N  ,N  ,-----,------         
GAD984318188,STONES BODY SHOP,GA,------,Other,US 1 NRTH AT OMEGA CEMETARY RD,BAXLEY,GA,31513,,,N  ,N  ,-----,------         
GAD981227358,CENTURY BODY & PAINT,GA,------,Other,2293A PANOLA RD,LITHONIA,GA,30058,33.722355,-84.166621,N  ,N  ,-----,------         
GAR000014050,ALCOA BRITE PRODUCTS INC,GA,------,Other,3040 NORTHWOODS PKWY,NORCROSS,GA,30071,33.96036,-84.19629,N  ,N  ,-----,------         
GAD984312652,OMEGA ENVIRONMENTAL SERVICES INC,GA,------,Other,4762-A HAMMERMILL RD SUITE 501,TUCKER,GA,30084,33.836969,-84.195544,N  ,N  ,-----,------         
GAD984312702,PPI DEL MONTE SAVANNAH PORT,GA,------,Other,"GARDEN CITY TERMINAL, BERTH 53",GARDEN CITY,GA,31408,,,N  ,N  ,-----,------         
GAD984312140,FIVE STAR PAINT & COLLISION,GA,------,Other,3891 NORTH COBB PKWY,ACWORTH,GA,30101,34.046748,-84.6982,N  ,N  ,-----,------         
GAD000616011,CHEVRON USA INC JESUP BULK,GA,------,Other,SAVANNAH HWY,JESUP,GA,31545,,,N  ,N  ,-----,------         
GAD984290429,DECATUR TEXACO,GA,------,Other,1265 CLAIRMONT ROAD,DECATUR,GA,30030,,,N  ,N  ,-----,------         
GAR000005512,PENSKE AUTO CENTER,GA,------,Other,2901 CLAIRMONT RD UNIT B,ATLANTA,GA,30329,,,N  ,N  ,-----,------         
GAR000000174,NATIONAL SOLVENT EXCHANGE CORP,GA,------,Other,1184 LOGAN CIR,ATLANTA,GA,30318,33.806498,-84.433199,N  ,N  ,-----,------         
GAD991290081,CHEVRON USA INC 1101,GA,------,Other,52 THOMPSON ST,NEWNAN,GA,30263,33.37281,-84.796447,N  ,N  ,-----,------         
GAD984307850,SOUTHERN NATIONAL,GA,------,Other,2871 MCCOLLUM PKWY,KENNESAW,GA,30144,34.02041,-84.592748,N  ,N  ,-----,------         
GAD984318279,AUGUSTA HOUSING AUTHORITY,GA,------,Other,2050 BOLT DR,AUGUSTA,GA,30906,33.441868,-81.997519,N  ,N  ,-----,------         
GAD984307462,RANDALL POWERS AND ASSOC,GA,------,Other,2148M HILLS AVE NW,ATLANTA,GA,30318,,,N  ,N  ,-----,------         
GAD984304527,UNITED MEDICAL ENTERPRISES INC,GA,------,Other,4049 ALLEN STATION ROAD,AUGUSTA,GA,30906,33.342045,-81.965322,N  ,N  ,-----,------         
GAD059537357,PROCTER & GAMBLE PAPER PRODUCTS CO,GA,------,SQG,512 LIBERTY EXPRESSWAY,ALBANY,GA,31707,31.443122,-84.118617,2  ,N  ,H----,------         
GA0000195156,CSX TRANSPORTATION,GA,------,Other,JENKINS ST @ RAILROAD,WAYCROSS,GA,31501,,,N  ,N  ,-----,------         
GAR000031427,"ANTHONY INTERNATIONAL - MADISON, GA",GA,------,VSQG,1101 SOVIS RD,MADISON,GA,30650,33.574639,-83.490015,3  ,N  ,H----,------         
GAD981240930,QUALITY CLEANERS,GA,------,VSQG,1075 WHITLOCK,MARIETTA,GA,30064,33.951594,-84.573786,3  ,N  ,H----,------         
GAD981225667,BST ALBYGAWR R2402,GA,------,Other,520 WESTOVER RD,ALBANY,GA,31707,,,N  ,N  ,-----,------         
GAD000648204,UGA TIFTON MAIN CAMPUS,GA,------,VSQG,2360 RAINWATER ROAD,TIFTON,GA,31793,31.474949,-83.533207,3  ,N  ,H----,------         
GAD981218761,SWISS CLEANERS,GA,------,Other,8761 DUNWOODY PLACE RD,DUNWOODY,GA,30350,,,N  ,N  ,-----,------         
GAR000008268,CANES CLEANERS,GA,------,Other,1558 FORSYTH ST,AMERICUS,GA,31709,,,N  ,N  ,-----,------         
GAD984297176,DARLINGTON SCHOOL,GA,------,VSQG,1014 CAVE SPRING ROAD,ROME,GA,30161,34.175244,-85.232901,3  ,N  ,H----,------         
GA0000904367,ANDERSON JAMES DARRELL JR INC,GA,------,Other,508-B MT PLEASANT RD,HAMPTON,GA,30228,,,N  ,N  ,-----,------         
GAD984295550,DALTON DISTRIBUTION,GA,------,Other,1000 THORNTON AVENUE,DALTON,GA,30720,34.757273,-84.97006,N  ,N  ,-----,------         
GAD981268014,CORPORATE PRINTERS INC,GA,------,Other,2195 PENDLY RD,CUMMING,GA,30130,34.163827,-84.154937,N  ,N  ,-----,------         
GAD981223662,MACON CHRYSLER PLYMOUTH INC,GA,------,Other,2110 EISENHOWER PKWY,MACON,GA,31206,32.815241,-83.685042,N  ,N  ,-----,------         
GAD981216310,DELTA AIR LINES CSG,GA,------,Other,COLUMBUS METROPOLITAN AIRPORT,COLUMBUS,GA,31904,,,N  ,N  ,-----,------         
GAR000001933,DURA ART STONE,GA,------,Other,100 LEES MILL RD,FOREST PARK,GA,30050,33.590203,-84.384825,N  ,N  ,-----,------         
GAR000001958,LIPPERT COMPONENTS INC,GA,------,Other,113 RAINBOW RD,FITZGERALD,GA,31750,31.70158,-83.252583,N  ,N  ,-----,------         
GAR000001651,BST SNLVGAMA F5529,GA,------,Other,2744 MAIN ST,SNELLVILLE,GA,30278,33.855188,-84.027917,N  ,N  ,-----,------         
GAD984301291,OCILLA INDUSTRIES INC,GA,------,Other,US HWY 129 SOUTH,FITZGERALD,GA,31750,,,N  ,N  ,-----,------         
GAD984294900,STAR ENTERPRISES,GA,------,Other,3300 FREY RD,KENNESAW,GA,30144,34.03333,-84.579623,N  ,N  ,-----,------         
GAD984271023,CLIMAX MILLING COMPANY,GA,------,Other,OLD HWY 84 PO BOX 179,CLIMAX,GA,31734,,,N  ,N  ,-----,------         
GAD981469257,A & H CUSTOM PAINT & BODY SHOP,GA,------,Other,4346 JONESBORO RD,FOREST PARK,GA,30050,33.635798,-84.35939,N  ,N  ,-----,------         
GAD984296103,KNIGHT'S BODY SHOP,GA,------,VSQG,531 BUFORD DRIVE,LAWRENCEVILLE,GA,30046,34.039465,-83.989623,3  ,N  ,H----,------         
GAD981221807,PLAZA CLEANERS GATEWAY VILLAGE,GA,------,Other,6889 PEACHTREE IND BLVD,NORCROSS,GA,30071,33.984467,-84.16982,N  ,N  ,-----,------         
GAD981023930,GNB INCORPORATED,GA,------,Other,755 SELIG DRIVE,ATLANTA,GA,30336,33.74379,-84.552542,N  ,N  ,-----,------         
GAD984308809,CIRCLE M FOOD SHOP #10,GA,------,Other,2201 CHATTANOOGA RD,DALTON,GA,30720,34.793383,-85.001276,N  ,N  ,-----,------         
GAD984299347,SNELLVILLE AMOCO,GA,------,Other,3200 HWY 78,SNELLVILLE,GA,30082,33.851246,-84.044039,N  ,N  ,-----,------         
GAD984298521,MURPHY OIL USA INC,GA,------,Other,SOUTH BROAD & ATHA,MONROE,GA,30626,33.780076,-83.707272,N  ,N  ,-----,------         
GAD984292318,SOUTH TOWNE MOTORS,GA,------,Other,640 HIGHWAY 34-E,NEWNAN,GA,30263,33.396776,-84.745305,N  ,N  ,-----,------         
GAR000016071,FRYES COLLISION CENTER INC,GA,------,VSQG,2202 N MAIN ST,LAFAYETTE,GA,30728,34.725089,-85.279759,3  ,N  ,H----,------         
GAR000010397,PEP BOYS #383,GA,------,VSQG,4055 PLEASANT HILL RD,DULUTH,GA,30132-0000,33.97715,-84.153961,3  ,N  ,H----,------         
GAR000014993,EAST SHORE TECHNOLOGIES INC,GA,------,Other,128 EDGE RD,VILLA RICA,GA,30180,33.72195,-84.905306,N  ,N  ,-----,------         
GAD003938339,GOODYEAR TIRE & RUBBER CO,GA,------,Other,PRYOR ST,CEDARTOWN,GA,30125,34.001111,-85.016667,N  ,N  ,-----,------         
GAD003318383,CHATHAM STEEL CORP,GA,------,Other,BOUNDRY AT GWINNETT STREETS,SAVANNAH,GA,31402,32.069935,-81.107396,N  ,N  ,-----,------         
GAD003301983,ITT THOMPSON INDUSTRIES DIV,GA,------,Other,CLAY RD,VALDOSTA,GA,31601,30.84,-83.251111,N  ,N  ,-----,------         
GA0000075614,CUSTOM ANODIZED PRODUCTS & SVCE INC,GA,------,Other,515 HIGHLAND DR,VALDOSTA,GA,31601,,,N  ,N  ,-----,------         
GA0000080127,LYKES TRANSPORT INC,GA,------,Other,511 CASSSIDY RD,THOMASVILLE,GA,31792,30.854172,-83.991928,N  ,N  ,-----,------         
GAD981241110,CALIBER COLLISION CENTER - UNION CITY - SOUTH #2356,GA,------,VSQG,4330  JONESBORO RD,UNION CITY,GA,30291,33.567815,-84.528324,3  ,N  ,H----,------         
GAD092145762,MOUNTAIN SOUTH INNOVATIONS,GA,------,Other,3519-G CHURCH STREET,CLARKSTON,GA,30021,33.79906,-84.25692,N  ,N  ,-----,------         
GAD984317685,PEARL AUTO PAINTING & COLLISION,GA,------,Other,740 KINGSBRIDGE ROAD,CARROLLTON,GA,30117,,,N  ,N  ,-----,------         
GAR000027441,WINCHESTER PAINT & BODY,GA,------,VSQG,510 S SLAPPEY BLVD,ALBANY,GA,31701,31.561617,-84.176382,3  ,N  ,H----,------         
GA0000564864,ALVIN LEVY ASSOCIATES,GA,------,Other,3313 CHAMBLEE DUNWOODY RD,CHAMBLEE,GA,30341,,,N  ,N  ,-----,------         
GAD981219223,SILVERSTEINS CLEANERS,GA,------,Other,1924 WALTON WAY,AUGUSTA,GA,30904,33.47558,-82.001245,N  ,N  ,-----,------         
GAR000025858,CITY OF CHATSWORTH SPRING PLACE WATER TA,GA,------,Other,SPRING PLACE,SPRING PLACE,GA,99999,,,N  ,N  ,-----,------         
GAR000029819,WATSON-BROWN FOUNDATION,GA,------,Other,700 CEDAR ROCK RD,THOMSON,GA,30824,,,N  ,N  ,-----,------         
GAD048708010,GOLD KIST INC/FERTILIZER PLT,GA,------,Other,GA HWY 119,CLYO,GA,31303,32.516667,-81.25,N  ,N  ,-----,------         
GAD003287018,HILL MANUFACTURING COMPANY INC,GA,------,Other,1500 JONESBORO RD SE,ATLANTA,GA,30315,33.711271,-84.38161,N  ,N  ,-----,------         
