ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
GAD003308145,GA,004,HQ120,WRITTEN INFORMAL,S  ,04/03/1985,,,,
GAD003308335,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/14/1998,,,,
GAD003308335,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/01/1995,,,,
GAD003275971,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/26/1993,,5000.0,,
GAD003275971,GA,003,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/15/1986,,,,
GAD000609883,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/10/1999,,,,
GAD000609883,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/06/1995,,,,
GAD000609891,GA,APT,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,05/27/1997,304084.0,,,
GAD003308335,GA,003,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/17/1984,,,,
GAD003310810,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/27/1996,,,,
GAD003310810,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/12/1995,,,,
GAD003289808,GA,004,HQ120,WRITTEN INFORMAL,S  ,09/28/1990,,,,
GAD003292455,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/19/1986,,,,
GAD057297400,GA,002,HQ120,WRITTEN INFORMAL,S  ,09/17/1987,,,,
GAD057302002,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/13/1984,,,,
GAD050766401,GA,013,HQ120,WRITTEN INFORMAL,S  ,09/04/1987,,,,
GAD051008274,GA,003,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/01/1986,,,,
GAD065356057,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/12/2011,,,,
GAD008212409,GA,007,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/28/1983,,,,
GAD010103232,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/02/1992,,,,
GAD033582461,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/06/1993,,,,
GAD033582461,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/01/1993,,,,
GAD033582461,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/21/1993,,,,
GAD001700699,GA,002,HQ120,WRITTEN INFORMAL,S  ,09/10/1985,,,,
GAD000616367,GA,002,HQ120,WRITTEN INFORMAL,S  ,10/03/1988,,,,
GAD051010205,GA,011,HQ510,INITIAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,S  ,01/07/1986,,,,
GAD051010205,GA,008,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/24/1985,,,,
GA7170023694,GA,036,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/22/1987,,,,
GA0002265148,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/23/1999,,,,
GA0210020046,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/21/1995,,,,
GAD000143677,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/18/2007,,,,
GAR000078873,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/21/2016,,,,
GAR000063164,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/02/2017,,4700.0,,
GA4170090001,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/26/2017,,,,
GAR000023010,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/20/2016,,,,
GAD051034387,GA,001,HQ110,VERBAL INFORMAL,S  ,03/08/2017,,,,
GAD984288977,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/21/2016,,,,
GAD980842777,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/03/2017,,,,
GAR000074518,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/15/2017,,,,
GAD980729974,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/14/2017,,,,
GAD093380814,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/01/2017,,,,
GAR000052530,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/17/2017,,,,
GAR000041053,GA,002,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,03/23/2016,,,,
GAD981261696,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/13/2001,,,,
GAR000020248,GA,001,HQ110,VERBAL INFORMAL,S  ,08/20/2002,,,,
GAD000823096,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/14/2000,,,,
GAD051011344,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/20/2000,,,,
GAD981269095,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/12/2001,,,,
GAD991275983,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/09/2001,,,,
GAD066470071,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/08/2001,,,,
GAR000022053,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/04/2000,,,,
GAD981021314,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/25/2001,,,,
GAR000009670,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/24/2002,,,,
GAD073460941,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/26/2000,,,,
GAR000027946,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/24/2002,,,,
GAD984309591,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/04/2001,,9700.0,,
GAD099305989,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/06/2001,,1600.0,,
GAD981247984,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,07/16/2001,,,,
GAD991302340,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/09/2000,,,,
GAD980709604,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/28/2001,,,,
GAD063152573,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/27/2000,,,,
GAD042869057,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/08/2000,,,,
GAD003268885,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/28/2000,,,,
GAD109263467,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/21/2000,,500.0,,
GAR000022269,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/17/2001,,,,
GAD981233307,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/19/2001,,500.0,,
GAD004058442,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/29/2000,,,,
GAD981233463,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/06/2000,,,,
GA0002330645,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/09/2006,,,,
GAD981237118,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/21/2001,,,,
GA0000181388,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/16/2001,,,,
GAD980602999,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/19/2001,,,,
GAD042125146,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/24/2000,,125000.0,,
GAD003323078,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/22/2001,,1000.0,,
GAD003265030,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/27/2000,,,,
GAD984303982,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/16/2000,,,,
GAD981244965,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/19/2001,,,,
GAD981241680,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/15/2001,,,,
GAD981235823,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/22/2001,,,,
GAD064489180,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/05/2001,,,,
GAD984318568,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,07/18/2001,,,,
GAD033689282,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/06/2000,,,,
GAR000013268,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/24/2001,,,,
GAD981216880,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/19/2001,,,,
GAD980842777,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/12/2001,,,,
GAD004060968,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/26/2001,,,,
GAD981243942,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/30/2001,,,,
GAR000009266,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/13/2000,,1500.0,,
GAD073460941,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/16/2005,,,,
GAD093380814,GA,001,HQ110,VERBAL INFORMAL,S  ,05/02/2005,,,,
GAD981268295,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/11/2002,,,,
GAD981266208,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/23/2003,,,,
GAD003401106,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/06/2002,,,,
GAD096629282,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/22/2005,,,,
GAD984288977,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/02/2016,,,,
GAD065344301,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/29/2004,,,,
GAR000036368,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/02/2005,,,,
GAD093380814,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/31/2005,,,,
GAD000616367,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/19/2005,,,,
GAR000011536,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,03/09/2016,,,,
GAR000015065,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/25/2001,,,,
GAR000021485,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/24/2005,,,,
GAD984311993,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/30/2003,,,,
GAD981024458,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/01/2010,,,,
GAD078106846,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/08/2002,,,,
GAR000031393,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/15/2005,,,,
GAD981218365,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/19/2002,,312.5,,
GAR000007997,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/18/2010,,,,
GAR000001503,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/17/2003,,,,
GAD042710590,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/28/2005,,,,
GAD030035356,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/02/2002,,,,
GAR000032789,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/30/2002,,,,
GAR000008136,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/08/2002,,,,
GAR000021485,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/16/2005,,2000.0,,
GAD084910389,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/20/2002,,,,
GAD981224983,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/10/2005,,,,
GA0001005511,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/05/2002,,,,
GAD981282916,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/22/2002,,,,
GAR000021022,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/30/2003,,,,
GAD093380814,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/12/2005,,25000.0,,
GAR000037143,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,10/26/2005,,,,
GAD984315978,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/23/2002,,,,
GAD066465824,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/20/2005,,,,
GAD991291352,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/20/2005,,,,
GAD984309609,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/02/2002,,,,
GA7360015450,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/08/2003,,,,
GAD984317958,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/02/2002,,167.0,,
GAD003293016,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/29/2003,,,,
GAD981237225,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/07/2007,,,,
GA1570024330,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/26/2002,,,,
GAD984312058,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/02/2003,,,,
GAR000031526,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/30/2009,,,,
GAR000016485,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/26/2009,,,,
GAD006924872,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/03/2002,,,,
GAD984296640,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/03/2009,,,,
GAD980842777,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/26/2002,,,,
GAD000823096,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/22/2005,,,,
GAR000047266,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/09/2007,,6875.0,,
GAD981027147,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/18/2002,,,,
GAD980847339,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/20/2003,,5000.0,,
GAD084914787,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/24/2003,,,,
GAR000046136,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/23/2008,,,,
GAD980843155,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/29/2002,,,,
GAR000028423,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/17/2007,,,,
GAR000008748,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/26/2002,,,,
GAD030059182,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/14/2001,,,,
GAD000616367,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/10/2004,,,,
GAR000001511,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/07/2004,,,,
GAD981249949,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/28/2002,,,,
GAR000020495,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/27/2005,,,,
GAD057293250,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/20/2004,,,,
GAR000015024,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/29/2004,,550.0,,
GAR000033613,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/27/2004,,,,
GAR000021022,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/25/2005,,,,
GAR000017020,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/24/2002,,6999.0,,
GAR000020180,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/15/2002,,700.0,,
GAR000022368,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/19/2016,,,,
GAD981247984,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/19/2002,,3400.0,,
GA4210022733,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/18/2002,,,,
GAR000025023,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/24/2002,,,,
GAD981237225,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/11/2007,,,,
GAD003275252,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/19/2005,,,,
GAR000002329,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/16/2003,,,,
GAD003401106,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/08/2001,,2650.0,,
GAD003401106,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/22/2004,,,,
GAD000823112,GA,001,HQ110,VERBAL INFORMAL,S  ,12/03/2003,,,,
GAD981237977,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/08/2004,,,,
GAD981025265,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/10/2002,,,,
GAD980842975,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/14/2002,,,,
GAD003298684,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/24/2004,,,,
GAD981248735,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/17/2007,,,,
GAR000004614,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/12/2003,,,,
GAD000226431,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/13/2005,,,,
GAR000039719,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/31/2012,,,,
GAR000008136,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/14/2002,,1000.0,,
GAR000061358,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,07/19/2012,,,,
GAD981216575,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,01/16/2002,,,,
GAD051021285,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/12/2002,,,,
GA3210020084,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/28/2002,,,,
GAD984319301,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/07/2004,,,,
GAD003275971,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/24/2002,,,,
GAD003296175,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/02/2016,,,,
GAD040690737,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/22/2004,,,,
GAD981270804,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/16/2002,,,,
GAD981235294,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/02/2009,,,,
GAD000610378,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/30/2009,,,,
GAR000019893,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/30/2004,,,,
GAD095811162,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/30/2004,,,,
GAD981269343,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/05/2004,,,,
GAD051011344,GA,001,HQ110,VERBAL INFORMAL,S  ,03/11/2005,,,,
GAD042861666,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,09/30/2004,,,,
GAR000029801,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/09/2004,,,,
GAR000031062,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/24/2004,,3000.0,,
GAD981469224,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/07/2002,,,,
GAR000011767,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/09/2009,,,,
GAR000008367,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,03/24/2005,,,,
GAR000086074,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/05/2019,,,,
GAD096629282,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/29/2005,,,,
GAD000776781,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/30/2005,,,,
GAD000821934,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/06/2004,,,,
GAR000036889,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/25/2004,,,,
GAD084914787,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/25/2012,,,,
GA6750911970,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/28/2004,,,,
GAR000033951,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/03/2016,,,,
GAR000039396,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,11/29/2005,,3300.0,,
GAR000015065,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/02/2005,,,,
GAD061921052,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/22/2006,,,,
GAD981219520,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/19/2002,,125.0,,
GAD033582461,GA,001,GA831,STATE RCRA TO STATE HSRA (STATE SUPERFUND),S  ,07/31/2001,,,,
GAR000007484,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/23/2006,,,,
GAD984307892,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/24/2006,,3300.0,,
GAR000043588,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/08/2006,,2000.0,,
GAR000017210,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/27/2002,,,,
GAD042973891,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/11/2006,,,,
GAD984285171,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/20/2006,,,,
GAR000034728,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,04/01/2016,,,,
GAD000823096,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/22/2006,,,,
GAD981222656,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/17/2006,,,,
GAD980803860,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/05/2008,,,,
GAD981231962,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,05/06/2004,,,,
GAD981216260,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/10/2006,,,,
GAD003275468,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/02/2006,,,,
GAR000042358,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,01/31/2006,,,,
GAD000827873,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/04/2008,,,,
GAD981219207,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/26/2010,,,,
GAD003480530,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/03/2004,,,,
GAD051034387,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/20/2011,,,,
GAR000022723,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/03/2004,,,,
GAR000004408,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/27/2011,,,,
GAD040690737,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/15/2004,,,,
GAD075942706,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/25/2004,,,,
GAD980709604,GA,001,HQ110,VERBAL INFORMAL,S  ,09/03/2004,,,,
GA4210022733,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/30/2003,,,,
GAD980842777,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/28/2003,,,,
GAD087514345,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/29/2003,,,,
GAD981233935,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/16/2002,,2000.0,,
GAD051011344,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/16/2002,,,,
GAD991276007,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/19/2003,,,,
GAR000017384,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,06/18/2003,,,,
GAD984321547,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/05/2009,,,,
GAD051011344,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,11/24/2004,,,,
GAR000017384,GA,001,HQ110,VERBAL INFORMAL,S  ,06/04/2003,,,,
GA0000963793,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,04/25/2003,,,,
GAD084823301,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/03/2012,,,,
GAR000025064,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/28/2003,,,,
GAD981262470,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/23/2003,,,,
GAD980847479,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/20/2003,,1600.0,,
GAD006924872,GA,001,HQ110,VERBAL INFORMAL,S  ,09/12/2002,,,,
GAD003273224,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/01/2003,,,,
GAD981270572,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/24/2002,,,,
GAR000003277,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/05/2008,,,,
GAD981270036,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/15/2009,,,,
GAD095797817,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/27/2009,,,,
GAR000053272,GA,002,HQ110,VERBAL INFORMAL,S  ,02/28/2011,,,,
GAD980845077,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/06/2009,,,,
GAR000054155,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/18/2009,,,,
GA0001038090,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/14/2008,,,,
GAD004065520,GA,001,HQ120,WRITTEN INFORMAL,S  ,01/24/2011,,,,
GAD981222078,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/09/2011,,,,
GAD981222540,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/20/2009,,,,
GAD003480530,GA,001,HQ110,VERBAL INFORMAL,S  ,11/25/2008,,,,
GAD984307264,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/23/2009,,,,
GAD984320952,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/23/2011,,,,
GAD051011344,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/19/2010,,,,
GAD003305307,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/28/2009,,,,
GAD984322206,GA,001,HQ120,WRITTEN INFORMAL,S  ,10/21/2008,,,,
GAD065344301,GA,001,HQ120,WRITTEN INFORMAL,S  ,09/27/2010,,,,
GAD066470071,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/17/2009,,,,
GAR000054817,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/18/2009,,,,
GAR000048330,GA,001,HQ120,WRITTEN INFORMAL,S  ,02/03/2011,,,,
GAR000059600,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/08/2011,,,,
GAR000026898,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/10/2011,,,,
GA0210020368,GA,001,HQ120,WRITTEN INFORMAL,S  ,06/06/2011,,,,
GA3210020084,GA,001,HQ120,WRITTEN INFORMAL,S  ,11/23/2010,,,,
GAR000031971,GA,001,HQ120,WRITTEN INFORMAL,S  ,04/15/2011,,,,
GAR000016287,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/24/2011,,,,
GAR000025700,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/22/2006,,,,
GAD981248123,GA,001,HQ120,WRITTEN INFORMAL,S  ,12/20/2010,,,,
GAR000057406,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,12/21/2010,,,,
GAD059537357,GA,001,HQ120,WRITTEN INFORMAL,S  ,07/31/2008,,,,
GAD003480530,GA,001,HQ110,VERBAL INFORMAL,S  ,07/13/2006,,,,
GAD984313742,GA,001,HQ120,WRITTEN INFORMAL,S  ,05/17/2011,,,,
GAR000042994,GA,001,HQ120,WRITTEN INFORMAL,S  ,03/25/2008,,,,
GAR000034454,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,08/15/2006,,,,
GAD981218878,GA,001,HQ120,WRITTEN INFORMAL,S  ,08/03/2006,,,,
GAR000026088,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/23/2006,,3500.0,,
GAR000042358,GA,001,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,05/22/2006,,5000.0,,
GAR000043547,GA,001,HQ210,INITIAL 3008(A) COMPLIANCE,S  ,02/17/2006,,,,
