CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
13119890400,Georgia,Franklin County,0,5485,2078,0,453,8.26,0,0,0,1,1,1,30.3,41250,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4893,89.2,2525,46.04,1048,19.11,835,15.21,4153,75.71,508,9.27,42,0.77,1,0.02,12,0.21,177,3.23,202,3.68,214,10.31,565,27.19,2928,53.38,1391,25.36,677,12.35,447,8.15,2599,47.39,194,3.54,26,0.48,0,0.01,9,0.17,99,1.8,118,2.14,103,4.97,359,17.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2618,1148,1028,4665,560,49,1,14,196,212,260,619
13121000100,Georgia,Fulton County,1,4413,1893,0,0,0,0,0,0,0,0,0,3.8,210139,0,1,0,1,0,0,0,0,NULL,3603,NULL,NULL,245,NULL,3603,81.65,245,5.54,866,19.63,261,5.91,3363,76.2,81,1.83,65,1.48,1,0.02,4,0.09,89,2.01,126,2.86,0,0,16,0.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,1071,299,4090,115,92,1,6,109,149,0,20
13121000200,Georgia,Fulton County,1,5449,2686,0,76,1.39,0,0,0,0,0,0,5.5,250001,0,1,0,1,0,0,0,0,NULL,1325,NULL,NULL,130,NULL,1325,24.32,130,2.38,278,5.1,68,1.24,1244,22.84,27,0.49,27,0.5,0,0,1,0.01,26,0.47,44,0.81,0,0,4,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,507,939,358,4907,271,145,1,14,111,222,17,19
13121000400,Georgia,Fulton County,1,1715,998,0,140,8.16,0,0,0,0,0,0,4.5,161667,0,0,0,0,0,0,0,0,NULL,65,NULL,NULL,8,NULL,65,3.81,8,0.49,8,0.49,8,0.49,57,3.31,7,0.38,1,0.05,0,0,0,0,1,0.05,3,0.16,1,0.11,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267,129,228,1456,172,45,0,5,37,64,68,0
13121000500,Georgia,Fulton County,1,4687,2498,0,279,5.95,0,0,0,0,0,0,10.1,134531,0,0,0,0,0,0,0,0,NULL,499,NULL,NULL,80,NULL,499,10.64,80,1.7,125,2.66,78,1.67,456,9.72,27,0.57,6,0.12,0,0,1,0.01,10,0.22,14,0.29,12,0.48,7,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,890,564,288,3144,960,374,2,10,197,222,247,89
13121000600,Georgia,Fulton County,1,5203,2315,0,1143,21.97,0,1,0,1,1,1,43.9,96850,0,1,0,1,0,0,0,1,NULL,3419,NULL,NULL,1923,NULL,3419,65.71,1923,36.95,145,2.78,24,0.46,1772,34.06,658,12.65,829,15.94,0,0.01,14,0.26,146,2.81,164,3.16,156,6.73,2,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3650,233,50,2492,1323,1141,2,19,226,254,381,6
13121000700,Georgia,Fulton County,1,2794,338,1,1980,70.87,0,0,0,0,0,0,19,105179,0,1,0,1,0,0,0,0,181,2608,181,44,185,44,2608,93.35,185,6.62,169,6.06,36,1.3,700,25.05,1795,64.26,29,1.04,0,0,5,0.18,79,2.82,93,3.34,36,10.79,31,9.14,181,6.49,44,1.58,35,1.25,7,0.24,140,5.02,24,0.87,4,0.15,0,0,2,0.09,10,0.35,8,0.29,10,2.83,8,2.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,206,53,710,1969,29,0,6,80,95,45,38
13121001001,Georgia,Fulton County,1,2272,748,0,1029,45.29,0,0,0,0,0,0,18.8,107206,0,1,0,1,0,0,0,0,NULL,1450,NULL,NULL,850,NULL,1450,63.83,850,37.39,12,0.52,10,0.43,561,24.68,91,4.01,727,32,1,0.04,3,0.13,67,2.97,63,2.79,14,1.84,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,490,41,27,1144,188,833,1,4,102,117,54,0
13121001002,Georgia,Fulton County,1,6315,341,1,5608,88.8,0,1,0,0,0,1,40.1,41071,0,1,0,1,0,0,0,0,NULL,3368,NULL,NULL,2159,NULL,3368,53.33,2159,34.18,30,0.48,2,0.03,2013,31.87,369,5.84,816,12.91,2,0.04,7,0.11,161,2.56,143,2.27,19,5.49,2,0.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,566,73,5,4064,582,1351,4,9,305,296,87,11
13121001100,Georgia,Fulton County,1,3633,2664,0,0,0,0,0,0,0,0,0,6.1,171750,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,558,102,215,2721,494,275,0,5,138,180,357,113
13121001201,Georgia,Fulton County,1,3479,2361,0,24,0.69,0,0,0,0,0,0,8.7,164875,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1104,158,274,2529,565,183,0,17,185,179,366,64
13121001202,Georgia,Fulton County,1,3937,2826,0,153,3.89,0,0,0,0,0,0,8.6,133177,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,623,89,87,2683,687,404,2,10,151,226,317,31
13121001300,Georgia,Fulton County,1,4073,2257,0,339,8.32,0,0,0,0,0,1,20.4,111458,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,975,336,174,2863,900,158,1,10,141,184,110,136
13121001400,Georgia,Fulton County,1,2182,1409,0,0,0,0,0,0,0,0,0,3.3,146250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,425,183,44,1870,134,87,0,12,79,82,51,21
13121001500,Georgia,Fulton County,1,4326,2553,0,217,5.02,0,0,0,0,0,0,11.7,156083,0,0,0,0,0,0,0,0,NULL,75,NULL,NULL,8,NULL,75,1.73,8,0.18,12,0.28,1,0.02,70,1.63,0,0.01,3,0.06,0,0,0,0,1,0.03,1,0.02,3,0.13,4,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1020,428,232,3533,458,102,3,12,218,289,411,222
13121001600,Georgia,Fulton County,1,2072,1278,0,0,0,0,0,0,0,0,0,5.6,119097,0,0,0,0,0,0,0,0,NULL,244,NULL,NULL,33,NULL,244,11.79,33,1.58,11,0.53,0,0,199,9.61,24,1.16,10,0.46,0,0,0,0,12,0.56,16,0.79,9,0.71,1,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291,213,44,1675,222,56,1,5,113,117,69,8
13121001700,Georgia,Fulton County,1,2800,1421,0,24,0.86,0,0,0,0,0,0,10.7,111184,0,1,0,1,0,0,0,0,NULL,992,NULL,NULL,176,NULL,992,35.44,176,6.3,196,7.02,62,2.23,273,9.73,561,20.05,11,0.41,0,0,3,0.11,144,5.15,138,4.93,39,2.77,29,2.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,848,628,154,721,1809,40,0,5,225,191,227,145
13121001800,Georgia,Fulton County,1,3927,2707,0,0,0,0,1,0,1,1,1,28.4,62581,0,1,0,1,0,0,0,1,NULL,1481,NULL,NULL,463,NULL,1481,37.71,463,11.79,182,4.64,123,3.12,609,15.51,769,19.58,57,1.44,0,0,0,0,47,1.18,48,1.22,147,5.45,185,6.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1748,350,394,1499,2104,167,0,4,153,122,1002,586
13121001900,Georgia,Fulton County,1,4636,1351,0,2631,56.75,0,1,0,1,1,1,28.4,139773,0,1,0,1,0,0,0,1,NULL,3229,NULL,NULL,2010,NULL,3229,69.64,2010,43.37,147,3.17,50,1.08,1556,33.57,1081,23.31,465,10.02,0,0,7,0.14,120,2.59,153,3.3,145,10.73,76,5.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,922,193,95,2038,1880,549,2,8,159,202,185,104
13121002100,Georgia,Fulton County,1,2451,883,0,818,33.37,0,1,0,1,1,1,50.5,NULL,0,1,0,1,0,0,0,1,117,2451,117,74,1559,74,2451,100,1559,63.62,374,15.26,61,2.49,542,22.11,1709,69.73,105,4.28,2,0.08,7,0.29,86,3.51,71,2.9,144,16.29,165,18.68,117,4.75,74,3.02,6,0.24,16,0.66,55,2.26,45,1.83,12,0.48,0,0,0,0,5,0.19,3,0.11,13,1.51,15,1.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1567,374,61,542,1709,105,2,7,86,71,143,164
13121002300,Georgia,Fulton County,1,1476,618,0,0,0,0,0,0,0,0,1,30.8,26591,0,0,0,0,0,0,0,0,NULL,6,NULL,NULL,5,NULL,6,0.39,5,0.32,1,0.1,1,0.04,0,0.01,6,0.38,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1001,259,175,47,1399,0,0,2,28,43,263,207
13121002400,Georgia,Fulton County,1,2273,790,0,268,11.79,0,1,0,1,1,1,37.3,36042,0,1,0,1,0,0,0,1,84,1390,84,55,891,55,1390,61.16,891,39.21,345,15.19,175,7.69,41,1.82,1320,58.07,0,0,1,0.04,3,0.13,25,1.09,16,0.7,155,19.67,176,22.33,84,3.69,55,2.42,25,1.1,11,0.48,2,0.08,82,3.59,0,0,0,0,0,0,0,0.02,0,0.02,9,1.12,9,1.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1724,564,293,73,2155,4,1,3,37,23,283,361
13121002500,Georgia,Fulton County,1,1904,779,0,61,3.2,0,0,0,0,0,1,39.6,25688,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1596,444,153,50,1787,7,0,6,54,50,374,364
13121002600,Georgia,Fulton County,1,914,421,0,0,0,0,1,0,0,0,1,39.5,29375,0,1,0,1,0,0,0,0,0,413,0,0,262,0,413,45.17,262,28.61,104,11.32,30,3.23,5,0.59,391,42.74,1,0.09,0,0,0,0,16,1.76,5,0.6,57,13.43,81,19.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,976,218,56,21,859,3,0,0,31,24,172,247
13121002800,Georgia,Fulton County,1,3547,873,0,2335,65.83,1,1,1,1,1,1,32.2,22179,1,1,1,1,1,0,0,1,1342,3547,1342,684,1851,684,3547,100,1851,52.19,139,3.92,169,4.76,1142,32.2,2037,57.43,190,5.36,3,0.08,10,0.28,165,4.65,175,4.93,324,37.07,169,19.4,1342,37.83,684,19.28,102,2.88,26,0.72,349,9.83,858,24.18,70,1.98,1,0.02,6,0.17,59,1.66,55,1.55,63,7.17,50,5.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1391,139,169,1142,2037,190,3,10,165,175,440,271
13121002900,Georgia,Fulton County,1,2523,1282,0,453,17.95,0,0,0,0,1,0,16.1,77188,0,1,0,1,0,0,0,1,NULL,2519,NULL,NULL,763,NULL,2519,99.85,763,30.22,202,7.99,232,9.19,1117,44.26,1164,46.12,78,3.09,2,0.08,11,0.44,148,5.86,169,6.69,187,14.6,111,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,741,202,232,1119,1165,78,2,11,148,169,183,109
