CHEMICAL REPORT ID,CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,DOMESTIC PARENT COMPANY NAME,DOMESTIC PC ADDRESS LINE1,DOMESTIC PC ADDRESS LINE2,DOMESTIC PC CITY,DOMESTIC PC COUNTY / PARISH,DOMESTIC PC STATE,DOMESTIC PC POSTAL CODE,DOMESTIC PC DUN & BRADSTREET NUMBER,FOREIGN PARENT COMPANY NAME,FOREIGN PC ADDRESS LINE1,FOREIGN PC ADDRESS LINE2,FOREIGN PC CITY,FOREIGN PC COUNTY / PARISH,FOREIGN PC POSTAL CODE,FOREIGN PC COUNTRY CODE,FOREIGN PC DUN & BRADSTREET NUMBER,SITE NAME,SITE ADDRESS LINE1,SITE ADDRESS LINE2,SITE CITY,SITE COUNTY / PARISH,SITE STATE,SITE POSTAL CODE,SITE LATITUDE,SITE LONGITUDE,SITE DUN & BRADSTREET NUMBER,EPA-TSCA PROGRAM ID,EPA FACILITY REGISTRY ID,SITE NAICS CODE 1,SITE NAICS ACTIVITY 1,SITE NAICS CODE 2,SITE NAICS ACTIVITY 2,SITE NAICS CODE 3,SITE NAICS ACTIVITY 3,ACTIVITY,2019 DOMESTIC PV,2019 IMPORT PV,2019 PV,2018 PV,2017 PV,2016 PV,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV,IMPORTED CHEM NEVER AT SITE,2019 V USED ON-SITE,2019 V EXPORTED,PCT BYP CODE,PERCENT BYPRODUCT,WORKERS CODE,WORKERS,MAX CONC CODE,MAXIMUM CONCENTRATION,RECYCLED,PHYSICAL FORM(S),C / C PROD CAT CODE,CONSUMER / COMMERCIAL PRODUCT CATEGORY,CONS / COMM PROD CAT OTHER DESC,C / C FC CODE,CONS / COMM FUNCTION CATEGORY,CONS / COMM FUNCT CAT OTHER DESC,JOINT FC CODE,JOINT FUNCTION CATEGORY,JOINT FUNCT CAT OTHER DESC,CONS OR COMM USE,USED IN PROD FOR CHILDREN,C / C PV PCT,C / C MAX CONC CODE,C / C MAXIMUM CONCENTRATION,COMM WORKERS CODE,COMMERCIAL WORKERS
724905,Magnesium hydroxide (Mg(OH)2),1309-42-8,1309428,CASRN,Nouryon Pulp and Performance Chemicals LLC,1850 Parkway Place,Suite 1200,Marietta,Cobb,GA,30067,11-696-0156,,,,,,,,,NOURYON PULP & PERFORMANCE CHEMICALS LLC,1850 PARKWAY PL SE,SUITE 1200,MARIETTA,COBB COUNTY,GA,30067,33.939065,-84.50333,11-696-0156,TSCA10041110,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000",Yes,,0,B1,0%,W1,< 10,M2,1% Ð < 30%,No,Liquid,C303,Plastic and Rubber Products not covered elsewhere,,F068,"Propellants, non-motive (blowing agents)",,,,,Both,No,10,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
724905,Magnesium hydroxide (Mg(OH)2),1309-42-8,1309428,CASRN,Nouryon Pulp and Performance Chemicals LLC,1850 Parkway Place,Suite 1200,Marietta,Cobb,GA,30067,11-696-0156,,,,,,,,,NOURYON PULP & PERFORMANCE CHEMICALS LLC,1850 PARKWAY PL SE,SUITE 1200,MARIETTA,COBB COUNTY,GA,30067,33.939065,-84.50333,11-696-0156,TSCA10041110,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,325199 All Other Basic Organic Chemical Manufacturing,Import,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000",Yes,,0,B1,0%,W1,< 10,M2,1% Ð < 30%,No,Liquid,C405,Explosive Material,,F022,Filler,,,,,Commercial,No,10,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
711395,Magnesium hydroxide (Mg(OH)2),1309-42-8,1309428,CASRN,Solvay Holding Inc.,504 Carnegie Center,,Princeton,Mercer,NJ,8540,87-474-8937,SOLVAY S A,"RUE DE RANSBEEK, 310",,Brussels,,1120,BE,37-000-9086,"SOLVAY SPECIALTY POLYMERS USA, LLC",4500 MCGINNIS FERRY RD,,ALPHARETTA,FORSYTH COUNTY,GA,30005,34.10247,-84.21736,09-473-1705,TSCA88707,1.10E+11,325211 Plastics Material And Resin Manufacturing,,,,,,,CBI,CBI,CBI,CBI,CBI,CBI,"500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000","500,000,000 Ð <750,000,000",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,,,,,,,,,,,,,,
711925,Magnesium oxide (MgO),1309-48-4,1309484,CASRN,BASF Corp,100 Park Avenue,,Florham Park,Morris,NJ,7932,00-130-7032,BASF SE,Carl-Bosch-Str-38,,Ludwigshafen,,67056,GM,31-500-0554,BASF CATALYSTS (MCINTYRE PLANTS),1277 DEDRICK RD,,MCINTYRE,WILKINSON,GA,31054-2701,32.852745,-83.232553,04-520-9087,TSCA4551,1.10E+11,212324 Kaolin And Ball Clay Mining,Manufacture,,,,,Manufacture,CBI,CBI,CBI,CBI,CBI,CBI,"750,000,000 Ð <1,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",,0,CBI,,,W6,500 Ð 999,M5,90% +,No,,,,,,,,,,,,,,,,,
703585,Magnesium oxide (MgO),1309-48-4,1309484,CASRN,JOHNSON MATTHEY INC,435 Devon Park Dr,Ste 600,Wayne,Delaware,PA,19087,00-232-6734,,,,,,,,,JOHNSON MATTHEY PROCESS TECHNOLOGIES INC,115 ELI WHITNEY BLVD.,,SAVANNAH,CHATHAM COUNTY,GA,31408,32.111191,-81.221069,15-379-1454,100606521,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Both,,,,,Manufacture,"11,366,084",0,"11,366,084","14,807,673","13,078,439","11,097,443","750,000,000 Ð <1,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",,0,"2,890,575",B1,0%,W4,50 Ð 99,M4,60% Ð < 90%,No,Dry Powder,,,,,,,,,,,,,,,,
730265,Magnesium oxide (MgO),1309-48-4,1309484,CASRN,"LG CHEM AMERICA, INC.","3475 PIEDMONT ROAD NE, SUITE 1200",,ATLANTA,Fulton,GA,30305,19-465-5882,LG CHEM LTD,"128, Yeoui-daero, Yeongdeungpo-gu",,Seoul,,7336,KS,69-512-8893,"LG CHEM AMERICA, INC.",3475 PIEDMONT RD NE,,ATLANTA,FULTON COUNTY,GA,30305,33.85001,-84.37549,19-465-5882,TSCA99702,1.10E+11,424690 Other Chemical And Allied Products Merchant Wholesalers,,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"750,000,000 Ð <1,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",Yes,,0,B1,0%,W1,< 10,M1,< 1%,No,Pellets or Large Crystals,,,,,,,,,,,,,,,,
741455,Magnesium potassium titanium oxide,39290-90-9,39290909,CASRN,"Otsuka Chemical America, Inc.",100 The Lakes Parkway,,Griffin,Spalding,GA,30224,07-977-1777,OTSUKA CHEMICAL CO,"3-2-27, Ote-Dori,",,Chuo-Ku,,540-0021,JA,69-890-0458,OTSUKA CHEMICAL AMERICA INC.,100 THE LAKES PARKWAY,,GRIFFIN,SPALDING COUNTY,GA,30224,33.234931,-84.213673,07-977-1777,TSCA115896,1.10E+11,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,Manufacture,"361,603",0,"361,603","120,649","217,045","100,668","<1,000,000","<1,000,000","<1,000,000","<1,000,000",,"361,603",0,B1,0%,W2,10 Ð 24,M5,90% +,No,Dry Powder,CC980,Other (specify),Automotive Brake Pads,F022,Filler,,,,,Commercial,No,22,M2,1% Ð < 30%,W7,"1,000 Ð 9,999"
741455,Magnesium potassium titanium oxide,39290-90-9,39290909,CASRN,"Otsuka Chemical America, Inc.",100 The Lakes Parkway,,Griffin,Spalding,GA,30224,07-977-1777,OTSUKA CHEMICAL CO,"3-2-27, Ote-Dori,",,Chuo-Ku,,540-0021,JA,69-890-0458,OTSUKA CHEMICAL AMERICA INC.,100 THE LAKES PARKWAY,,GRIFFIN,SPALDING COUNTY,GA,30224,33.234931,-84.213673,07-977-1777,TSCA115896,1.10E+11,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,Manufacture,"361,603",0,"361,603","120,649","217,045","100,668","<1,000,000","<1,000,000","<1,000,000","<1,000,000",,"361,603",0,B1,0%,W2,10 Ð 24,M5,90% +,No,Dry Powder,CC980,Other (specify),Automotive Brake Pads,F022,Filler,,,,,Consumer,No,8,M2,1% Ð < 30%,W7,"1,000 Ð 9,999"
723503,Magnesium silicide (Mg2Si),22831-39-6,22831396,CASRN,Tredegar Corporation,1100 Boulders Parkway,,Richmond,Chesterfield,VA,23225,55-546-3785,,,,,,,,,"BONNELL ALUMINUM, INC.",25 BONNELL STREET,,NEWNAN,COWETA COUNTY,GA,30263-1603,33.38187,-84.81492,00-327-3224,100604908,1.10E+11,331314 Secondary Smelting And Alloying Of Aluminum,Manufacture,"332813 Electroplating, Plating, Polishing, Anodizing, And Coloring",Manufacture,"331318 Other Aluminum Rolling, Drawing, And Extruding",Manufacture,Manufacture,"426,000",0,"426,000","483,000","109,500","172,000","686,400","789,100","485,100","434,300",,0,0,B2,> 0% Ð < 50%,W5,100 Ð 499,M2,1% Ð < 30%,No,Other Solid,C204,Building/Construction Materials not covered elsewhere,,U999,Other (specify),Metal Alloy Constituent,,,,Commercial,No,59,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
723503,Magnesium silicide (Mg2Si),22831-39-6,22831396,CASRN,Tredegar Corporation,1100 Boulders Parkway,,Richmond,Chesterfield,VA,23225,55-546-3785,,,,,,,,,"BONNELL ALUMINUM, INC.",25 BONNELL STREET,,NEWNAN,COWETA COUNTY,GA,30263-1603,33.38187,-84.81492,00-327-3224,100604908,1.10E+11,331314 Secondary Smelting And Alloying Of Aluminum,Manufacture,"332813 Electroplating, Plating, Polishing, Anodizing, And Coloring",Manufacture,"331318 Other Aluminum Rolling, Drawing, And Extruding",Manufacture,Manufacture,"426,000",0,"426,000","483,000","109,500","172,000","686,400","789,100","485,100","434,300",,0,0,B2,> 0% Ð < 50%,W5,100 Ð 499,M2,1% Ð < 30%,No,Other Solid,C205,Electrical and Electronic Products,,U999,Other (specify),Metal Alloy Constituent,,,,Both,NKRA,7,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
723503,Magnesium silicide (Mg2Si),22831-39-6,22831396,CASRN,Tredegar Corporation,1100 Boulders Parkway,,Richmond,Chesterfield,VA,23225,55-546-3785,,,,,,,,,"BONNELL ALUMINUM, INC.",25 BONNELL STREET,,NEWNAN,COWETA COUNTY,GA,30263-1603,33.38187,-84.81492,00-327-3224,100604908,1.10E+11,331314 Secondary Smelting And Alloying Of Aluminum,Manufacture,"332813 Electroplating, Plating, Polishing, Anodizing, And Coloring",Manufacture,"331318 Other Aluminum Rolling, Drawing, And Extruding",Manufacture,Manufacture,"426,000",0,"426,000","483,000","109,500","172,000","686,400","789,100","485,100","434,300",,0,0,B2,> 0% Ð < 50%,W5,100 Ð 499,M2,1% Ð < 30%,No,Other Solid,C206,Metal Products not covered elsewhere,,U999,Other (specify),Metal Alloy Constituent,,,,Both,NKRA,34,M2,1% Ð < 30%,NKRA,Not Known or Reasonably Ascertainable
703588,Magnesium vanadium oxide (MgV2O6),13573-13-2,13573132,CASRN,JOHNSON MATTHEY INC,435 Devon Park Dr,Ste 600,Wayne,Delaware,PA,19087,00-232-6734,,,,,,,,,JOHNSON MATTHEY PROCESS TECHNOLOGIES INC,115 ELI WHITNEY BLVD.,,SAVANNAH,CHATHAM COUNTY,GA,31408,32.111191,-81.221069,15-379-1454,100606521,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Both,,,,,Manufacture,"297,232",0,"297,232","411,935","354,947","323,597","<1,000,000","<1,000,000","<1,000,000","<1,000,000",,0,"54,787",B1,0%,W4,50 Ð 99,M2,1% Ð < 30%,No,Dry Powder,,,,,,,,,,,,,,,,
724691,Manganese,7439-96-5,7439965,CASRN,NOVELIS CORP,3560 LENOX ROAD,Suite 2000,ATLANTA,Fulton,GA,30326,00-150-4935,HINDALCO INDUSTRIES LTD,"Birla Centurion, 7th Floor",Pandurang Budhkar Rd,Mumbai,,400030,IN,65-014-1922,Novelis Corp,3560 Lenox Road,,Atlanta,,GA,30326,33.85114,-84.36651,00-150-4935,TSCA7758,1.10E+11,331314 Secondary Smelting And Alloying Of Aluminum,Import,,,,,Import,0,"3,585,417","3,585,417","3,718,366","2,107,847","2,345,751","250,000,000 Ð <500,000,000","500,000,000 Ð <750,000,000","250,000,000 Ð <500,000,000","100,000,000 Ð <250,000,000",Yes,,0,B1,0%,W1,< 10,M1,< 1%,Yes,Other Solid,C206,Metal Products not covered elsewhere,,F100,Alloys,,,,,Commercial,No,100,M1,< 1%,W7,"1,000 Ð 9,999"
732198,Manganese chloride (MnCl2),1/5/73,7773015,CASRN,"Kemira Water Solutions, Inc.","1000 PARKWOOD CIRCLE, SUITE 500",,ATLANTA,Cobb,GA,30339,06-794-5702,,,,,,,,,"KEMIRA WATER SOLUTIONS, INC.",1000 PARKWOOD CIR SE,SUITE 500,ATLANTA,COBB COUNTY,GA,30339,33.90209,-84.459658,06-794-5702,TSCA10057327,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,,,,,Import,0,"27,000","27,000","14,000","7,200",0,"25,000 Ð <100,000","100,000 Ð <500,000","25,000 Ð <100,000","<1,000,000",Yes,,0,B1,0%,W1,< 10,M1,< 1%,No,Liquid,,,,,,,,,,,,,,,,
707972,Metal sulfide ammonium salt (PROVISIONAL),176819,176819,Accession Number,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CHEMICAL PRODUCTS CORPORATION,102 OLD MILL ROAD S.E.,,CARTERSVILLE,BARTOW COUNTY,GA,30120,34.143439,-84.784762,00-327-5468,TSCA6617,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Withheld,,,,,CBI,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000 Ð <20,000,000","500,000 Ð <1,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000",CBI,CBI,CBI,CBI,CBI,W5,100 Ð 499,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
702896,"Methane, chloro-",74-87-3,74873,CASRN,SNF HOLDING COMPANY,1 CHEMICAL PLANT ROAD,,RICEBORO,Liberty,GA,31323,04-546-9160,,,,,,,,,CHEMTALL INC,CHEMICAL PLANT RD,,RICEBORO,LIBERTY,GA,31323,31.74413,-81.43673,04-546-9160,TSCA6396,1.10E+11,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Both,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",No,"4,786,980",0,B1,0%,W6,500 Ð 999,M5,90% +,No,Gas or Vapor,,,,,,,,,,,,,,,,
710963,"Methane, dichloro-",75-09-2,75092,CASRN,Avantor Inc,Building One Suite 200,100 Matsonford Rd,Radnor,Delaware,PA,19087,08-098-8180,,,,,,,,,"VWR INTERNATIONAL, LLC",1050 SATELLITE BLVD,,SUWANEE,GWINNETT,GA,30024,34.01673,-84.065657,04-582-7318,TSCA10057898,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,423490 Other Professional Equipment And Supplies Merchant Wholesalers,Import,334516 Analytical Laboratory Instrument Manufacturing,Import,,CBI,CBI,CBI,CBI,CBI,CBI,"100,000,000 Ð <250,000,000","250,000,000 Ð <500,000,000","100,000,000 Ð <250,000,000","100,000,000 Ð <250,000,000",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,,,,,,,,,,,,,,
706865,"Methane, dichloro-",75-09-2,75092,CASRN,"COLONIAL GROUP, INC.",PO BOX 576,101 North Lathrop Ave,SAVANNAH,Chatham,GA,31402,80-837-6735,,,,,,,,,COLONIAL CHEMICAL SOLUTIONS INC,916 W LATHROP,,SAVANNAH,,GA,31402,32.09613,-81.12346,11-004-2897,TSCA7061,1.10E+11,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,Import,0,"58,740","58,740",0,0,0,"100,000,000 Ð <250,000,000","250,000,000 Ð <500,000,000","100,000,000 Ð <250,000,000","100,000,000 Ð <250,000,000",No,0,0,B1,0%,W1,< 10,M5,90% +,No,Liquid,C102,Foam Seating and Bedding Products,,F073,Cleaning agent,,,,,Commercial,No,NKRA,NKRA,Not Known or Reasonably Ascertainable,NKRA,Not Known or Reasonably Ascertainable
719347,Methanol,67-56-1,67561,CASRN,Allnex USA Inc.,9005 Westside Parkway,,Alpharetta,Fulton,GA,30009,07-878-6182,,,,,,,,,ALLNEX USA INC.,9005 WESTSIDE PKWY,,ALPHARETTA,FULTON COUNTY,GA,30009,34.056627,-84.30006,07-878-6182,TSCA82561,1.10E+11,325211 Plastics Material And Resin Manufacturing,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000",Yes,,0,B1,0%,W1,< 10,M4,60% Ð < 90%,No,Liquid,,,,,,,,,,,,,,,,
732860,Methanol,67-56-1,67561,CASRN,AlzChem LLC,11390 Old Roswell Road,Ste. 124,Alpharetta,Cobb,GA,30009,79-903-9487,,,,,,,,,ALZCHEM LLC,680 VILLAGE TRACE,"BLDG. 20, STE A",MARIETTA,COBB COUNTY,GA,30067,33.9513,-84.4145,79-903-9487,TSCA122987,1.10E+11,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,,,,"35,274",0,0,"10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
710961,Methanol,67-56-1,67561,CASRN,Avantor Inc,Building One Suite 200,100 Matsonford Rd,Radnor,Delaware,PA,19087,08-098-8180,,,,,,,,,"VWR INTERNATIONAL, LLC",1050 SATELLITE BLVD,,SUWANEE,GWINNETT,GA,30024,34.01673,-84.065657,04-582-7318,TSCA10057898,1.10E+11,325180 Other Basic Inorganic Chemical Manufacturing,Import,423490 Other Professional Equipment And Supplies Merchant Wholesalers,Import,334516 Analytical Laboratory Instrument Manufacturing,Import,,CBI,CBI,CBI,CBI,CBI,CBI,"10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000",CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,,,,,,,,,,,,,,,,
717889,Methanol,67-56-1,67561,CASRN,HARCROS CHEMICALS,5200 SPEAKER ROAD,,KANSAS CITY,Wyandotte,KS,66106,08-016-6983,,,,,,,,,PEACH STATE LABS INC COLUMBUS,1136 CHUMAR STREET,,COLUMBUS,MUSCOGEE,GA,31904-4926,32.519129,-84.973933,80-934-1147,100607442,1.10E+11,325188 All Other Basic Inorganic Chemical Manufacturing,Manufacture,,,,,,,,,0,0,"30,367","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
718274,Methanol,67-56-1,67561,CASRN,"INNOVATIVE CHEMICAL TECHNOLOGIES, INC.","680 Douthit Ferry Road Suite 201, Cartersville, GA 30120",,Cartersville,BARTOW,GA,30120,11-277-7541,,,,,,,,,INNOVATIVE CHEMICAL TECHNOLOGIES INC,8 RIVERSIDE DRIVE,,CARTERSVILLE,BARTOW COUNTY,GA,30120,34.14025,-84.84717,11-757-5484,TSCA10054149,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,Manufacture,"2,668,314",0,"2,668,314","3,385,626","3,636,834","2,978,530","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000",,"2,668,314",0,B4,100%,W2,10 Ð 24,M5,90% +,Yes,Liquid,,,,,,,,,,,,,,,,
735914,Methanol,67-56-1,67561,CASRN,SNF HOLDING COMPANY,1 CHEMICAL PLANT ROAD,,RICEBORO,LIBERTY,GA,31323,04-546-9160,,,,,,,,,FLOCRYL LLC-ACRYLATES,674 CHEMICAL PLANT ROAD,,RICEBORO,LIBERTY COUNTY,GA,31323,31.743668,-81.431776,04-546-9160,6473,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,325998 All Other Miscellaneous Chemical Product And Preparation Manufacturing,Manufacture,,,Manufacture,CBI,0,CBI,CBI,CBI,CBI,"10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000","10,000,000,000 Ð <20,000,000,000",,"139,010",0,B4,100%,W3,25 Ð 49,M5,90% +,No,Liquid,,,,,,,,,,,,,,,,
719313,"Methanol, sodium salt (1:1)",124-41-4,124414,CASRN,Allnex USA Inc.,9005 Westside Parkway,,Alpharetta,Fulton,GA,30009,07-878-6182,,,,,,,,,ALLNEX USA INC.,9005 WESTSIDE PKWY,,ALPHARETTA,FULTON COUNTY,GA,30009,34.056627,-84.30006,07-878-6182,TSCA82561,1.10E+11,325211 Plastics Material And Resin Manufacturing,Import,,,,,Import,CBI,CBI,CBI,CBI,CBI,CBI,"100,000,000 Ð <250,000,000","100,000,000 Ð <250,000,000","100,000,000 Ð <250,000,000","50,000,000 Ð <100,000,000",Yes,,0,B1,0%,W1,< 10,M2,1% Ð < 30%,No,Liquid,,,,,,,,,,,,,,,,
706840,"Methanone, (2,4-dihydroxyphenyl)phenyl-",131-56-6,131566,CASRN,"COLONIAL GROUP, INC.",PO BOX 576,101 North Lathrop Ave,SAVANNAH,Chatham,GA,31402,80-837-6735,,,,,,,,,COLONIAL CHEMICAL SOLUTIONS INC,916 W LATHROP,,SAVANNAH,,GA,31402,32.09613,-81.12346,11-004-2897,TSCA7061,1.10E+11,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,0,0,0,"13,228","63,934","10,527",0,"30,204","92,706","97,176",,0,0,,,,,,,,,,,,,,,,,,,,,,,,
718976,"Methanone, [2-hydroxy-4-(octyloxy)phenyl]phenyl-",1843-05-6,1843056,CASRN,"MAYZO, INC.",3935 LAKEFIELD CT,,SUWANEE,Forsyth,GA,30024,18-855-6880,,,,,,,,,"MAYZO, INC.",3935 LAKEFIELD CT,,SUWANEE,GWINETT,GA,30024,34.0656,-84.15674,18-855-6880,TSCA6343,1.10E+11,424690 Other Chemical And Allied Products Merchant Wholesalers,Both,,,,,Import,0,"79,366","79,366","119,048","119,048","59,524","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000",No,"79,366",0,B4,100%,W2,10 Ð 24,M5,90% +,No,Dry Powder,,,,,,,,,,,,,,,,
707938,"Methanone, diphenyl-",119-61-9,119619,CASRN,MOHAWK INDUSTRIES INC,160 S Industrial Blvd,,Calhoun,Gordon,GA,30701,61-275-7070,,,,,,,,,IVC US,101 IVC DR,,DALTON,WHITFIELD,GA,30721,34.71709,-84.94529,16-528-6738,TSCA10054593,1.10E+11,326192 Resilient Floor Covering Manufacturing,Import,,,,,Import,0,"31,201","31,201","27,673","33,372",0,"1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000","1,000,000 Ð <10,000,000",No,"31,201",0,B1,0%,W5,100 Ð 499,M2,1% Ð < 30%,No,Liquid,C101,Floor Coverings,,U024,Process regulators,,,,,Both,No,100,M1,< 1%,W1,< 10
716468,Mica-group minerals,12001-26-2,12001262,CASRN,J&L Chemical Inc,1645 Rising Mist Lane,,Cumming,Forsyth,GA,30041,08-539-9034,,,,,,,,,OFFICE,1645 RISING MIST LN,,CUMMING,FORSYTH COUNTY,GA,30041,34.200182,-84.115415,08-539-9034,TSCA10050693,1.10E+11,424690 Other Chemical And Allied Products Merchant Wholesalers,Import,,,,,,0,0,0,300,0,0,"<1,000,000","534,792","482,088","453,390",,,,,,,,,,,Pellets or Large Crystals,CC102,Furniture & furnishings including plastic articles (soft); leather articles,,F022,Filler,,,,,Consumer,NKRA,100,M1,< 1%,NKRA,Not Known or Reasonably Ascertainable
738136,Mill scale (ferrous metal),65996-74-9,65996749,CASRN,GERDAU AMERISTEEL CARTERSVILLE,384 OLD GRASSDALE ROAD,,CARTERSVILLE,Bartow,GA,30121,00-409-3456,,,,,,,,,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,,CARTERSVILLE,BARTOW,GA,30121,34.244634,-84.798447,00-409-3456,100606112,1.10E+11,331110 Iron And Steel Mills And Ferroalloy Manufacturing,Manufacture,,,,,Manufacture,"30,998,000",0,"30,998,000","28,594,000","24,262,000","20,536,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000","1,000,000,000 Ð <5,000,000,000",,0,0,B4,100%,W5,100 Ð 499,M5,90% +,Yes,,C909,Other (specify),Other,U015,Intermediates,,,,,Commercial,No,100,M5,90% +,NKRA,Not Known or Reasonably Ascertainable
716106,Mixture of isomers of condensation products of substituted diazotized aminoanilines (PROVISIONAL),271637,271637,Accession Number,Lonza Holdings NA,412 Mount Kemble Avenue,Suite 200S,Morristown,Morris County,NJ,7960,00-164-3170,,,,,,,,,ARCH WOOD PROTECTION INC,1579 KOPPERS ROAD,,CONLEY,DE KALB,GA,30288-1215,33.66332,-84.3262,04-942-2509,TSCA9405,1.10E+11,325320 Pesticide And Other Agricultural Chemical Manufacturing,Both,,,,,Import,0,"1,186","1,186","85,657","107,457","90,857","<1,000,000","100,000 Ð <500,000","100,000 Ð <500,000","100,000 Ð <500,000",No,0,0,B1,0%,W1,< 10,M2,1% Ð < 30%,No,Liquid,CC217,"Construction and building materials covering large surface areas, including wood articles",,U021,Pigments,,,,,Both,No,100,M1,< 1%,NKRA,Not Known or Reasonably Ascertainable
703014,Modified fluorinated acrylate (PROVISIONAL),274363,274363,Accession Number,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,CBI,PEACH STATE LABS LLC,180 BURLINGTON RD NE,,ROME,FLOYD COUNTY,GA,30161,34.34099,-85.07544,11-672-2770,TSCA123143,1.10E+11,325199 All Other Basic Organic Chemical Manufacturing,Manufacture,,,,,,0,0,0,"26,768","40,534","26,984",0,"26,768","40,534","26,984",,,,B1,0%,W2,10 Ð 24,M2,1% Ð < 30%,No,Liquid,,,,,,,,,,,,,,,,
