TRI Facility Name,TRI Facility ID,Year,Census Tract,Latitude,Longitude,Releases (lb),Waste Managed (lb),RSEI Hazard,# of TRI Facilities
US ARMY NATIONAL GUARD CATOOSA RANGE(S),30755SRMYN43PIS,2021,13047030100,34.90784,-85.06199,307.3,307.3,"5,531,400",1
GEORGIA MINERAL OPERATIONS,3155WGRGMNZERBA,2021,13229960100,31.4188,-82.10178,306,306,"146,116",1
ABC COMPOUNDING CO. INC.,3001WBCCMP21DEE,2021,13247060306,33.63432,-83.95704,302,"8,349.00","54,360",1
DOW CHEMICAL CO,30062FLXBL1881W,2023,13067030508,33.992563,-84.523875,300,"59,332.00","88,267,049",1
CHEMOURS - JESUP MINE,3154WCHMRSPWERL,2021,13305970300,31.60571,-81.95193,299,299,"5,382,000",1
HELENA INDUSTRIES INC,31015HLNCHFENNR,2023,13081010202,32.010352,-83.806308,287.74,"9,437.55","465,971",1
WOODBRIDGE CORP,30058WDBRD2399S,2023,13089023313,33.73928,-84.12,286.26,286.26,"5,058,568",1
MFG CHEMICAL INC CALLAHAN ROAD,30720PRCHM117CA,2021,13313001200,34.711969,-84.973554,285,285,"1,245,000",1
ABC COMPOUNDING CO. INC.,3001WBCCMP21DEE,2022,13247060306,33.63432,-83.95704,284,"9,826.00","51,120",1
MFG CHEMICAL INC,30721FBRCH1804D,2023,13313000501,34.80342,-85.00018,281,281,"617,338",1
CEMEX SOUTHEAST LLC-CLINCHFIELD CEMENT PLANT,31013STHDW2720H,2022,13153021501,32.4152,-83.6333,279.18,279.18,"1,697,892",1
ELITE COMFORT FOAM - SPRAYBERRY RD,30264JMSRV76SPR,2023,13077170308,33.39142,-84.79061,277.95,277.95,"36,870,220",1
VMC SPECIALTY ALLOYS LLC,3010WVMCSP8MART,2021,13015960202,34.367138,-84.906764,271.7,"76,962.00","4,857,837",1
MANUS BIO,30903THNTR1750L,2023,13245010602,33.392583,-81.943139,267,621,217,1
LIPPERT COMPONENTS INC PLANT 16,31750LPPRT160OR,2021,13017960501,31.69211,-83.225768,266,"24,775.00","1,191,077,000",1
COLONIAL CHEMICAL SOLUTIONS INC.,31401SHLND400TE,2023,13051010504,32.080927,-81.142435,261,"4,170.00","1,467",1
CASCADE CORP,31088CSCDC104IN,2023,13153021118,32.582456,-83.588012,260,"13,553.00","3,120,000",1
FUJI VEGETABLE OIL INC.,31408FJVGT120BR,2021,13051980000,32.113088,-81.140648,260,"39,200.00","241,800,000",1
SARATOGA RP EAST LLC - ALBANY TERMINAL,3170WKNDRM163WA,2023,-,31.55004,-84.198739,257.09,"57,129.71","1,926,848",1
L3HARRIS AVIATION PRODUCTS INC,30004L3CMM1355B,2023,13117130603,34.11528,-84.23025,255.64,430.83,"5,879,601",1
KOYO BEARINGS NA,30467TRRNGBOX16,2021,13251970402,32.75772,-81.62203,255,"58,813.00",80,1
KOYO BEARINGS NA,30467TRRNGBOX16,2022,13251970402,32.75772,-81.62203,255,"69,711.00",80,1
KOYO BEARINGS NA,30467TRRNGBOX16,2023,13251970402,32.75772,-81.62203,255,"64,846.00",80,1
ABC COMPOUNDING CO. INC.,3001WBCCMP21DEE,2023,13247060306,33.63432,-83.95704,254,"5,611.00","45,540",1
DREXEL CHEMICAL GW WAREHOUSE FACILITY,3101WDRXLC31EAS,2021,13081010300,31.96527,-83.73478,253.45,453.45,"269,517",1
CALHOUN PLASTICS & CHEMICALS,30701CLHNP1139N,2021,13129970302,34.5246,-84.8863,250,250,"87,500,000",1
CALHOUN PLASTICS & CHEMICALS,30701CLHNP1139N,2023,13129970302,34.5246,-84.8863,250,250,"87,500,000",1
CATERPILLAR INC GRIFFIN GEORGIA,30224CTRPL560RE,2021,13255161000,33.2253,-84.2163,250,"17,659.00","2,200",1
CATERPILLAR INC GRIFFIN GEORGIA,30224CTRPL560RE,2022,13255161000,33.2253,-84.2163,250,"19,995.00","2,200",1
CATERPILLAR INC GRIFFIN GEORGIA,30224CTRPL560RE,2023,13255161000,33.2253,-84.2163,250,"41,222.00","2,200",1
ELITE COMFORT SOLUTIONS - AMERICUS,31709HCKRYSOUTH,2021,13261950200,32.1098,-84.199823,250,447,"12,500,000",1
JCB INC.,31322JCBNC2BAMF,2021,13051010811,32.11801,-81.23385,250,650,125,1
JCB INC.,31322JCBNC2BAMF,2023,13051010811,32.11801,-81.23385,250,443,125,1
MANNINGTON MILLS INC.,3065WMTCSL1421A,2022,13211010302,33.55864,-83.48813,250,"1,000.00","25,000",1
MANNINGTON MILLS INC.,3065WMTCSL1421A,2023,13211010302,33.55864,-83.48813,250,"1,000.00","25,000",1
HUNTER ARMY AIRFIELD FIRING RANGES,3140WHNTRR16MAC,2023,13051004300,32.01785,-81.126053,249,249,"4,482,000",1
MISSION MINE,3155WMSSNMTYLER,2022,13025960202,31.055391,-81.96623,247,247,"199,676",1
STEPAN CO,31907RCPLYONERU,2023,13215010502,32.50813,-84.880296,230.46,"2,880.70",115,1
COTTRELL INC.,30503CTTRL2125C,2021,13139001204,34.23307,-83.79445,222.1,"44,818.10","2,666,300",1
WHEELABRATOR,30240THWHL1606E,2021,13285960904,33.00745,-85.06252,218.91,"66,268.91","2,626,920",1
ECOLAB INC,30253CLBXX261HW,2021,13151070312,33.424573,-84.150917,217,217,"37,148",1
MFG CHEMICAL INC BROOKS ROAD,30721MNFCT1200B,2023,13313001300,34.755764,-84.948498,212,212,"1,060,000",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC,30120CLRKC103WA,2023,13015960601,34.14582,-84.82934,209.6,329.25,"153,620",1
MFG CHEMICAL INC BROOKS ROAD,30721MNFCT1200B,2022,13313001300,34.755764,-84.948498,206,206,"1,030,000",1
GREAT SOUTHERN WOOD PRESERVING INC.,30207GRTST2290P,2021,13247060201,33.68995,-84.0596,200,253.61,"300,000",1
SASCO CHEMICAL GROUP INC,31701SSCFG827PI,2023,13095011400,31.57857,-84.16885,188,188,"18,800",1
GREAT SOUTHERN WOOD - JESUP INC.,31545GRTST1GREA,2023,13305970300,31.580894,-81.916541,186,247.8,"1,836,533,000",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC,30120CLRKC103WA,2021,13015960601,34.14582,-84.82934,185,240.8,"222,670",1
CJB INDUSTRIES INC CS PLANT,31601CJBND2114C,2023,13185010604,30.84452,-83.25292,179.34,"9,498.34","242,710",1
BRENNTAG MID-SOUTH INC.,30344PBSCH2225L,2022,13121011203,33.69,-84.44,179,179,"18,900",1
PANDEL INC,30120PNDLN21RIV,2022,13015960601,34.14695,-84.79712,176.87,988.87,"17,687",1
PANDEL INC,30120PNDLN21RIV,2021,13015960601,34.14695,-84.79712,176.83,974.83,"17,683",1
BRENNTAG MID-SOUTH INC.,30344PBSCH2225L,2021,13121011203,33.69,-84.44,176,176,"18,180",1
L3HARRIS AVIATION PRODUCTS INC,30004L3CMM1355B,2022,13117130603,34.11528,-84.23025,171.93,208.12,"3,954,390",1
HILL PHOENIX INC,3001WHLLPH216GE,2022,13247060306,33.65141,-83.98367,168.2,"81,820.20","256,600",1
INNOVATIVE CHEMICAL TECHNOLOGIES INC,30906NTRNT3005I,2023,13245010706,33.349167,-81.964722,167,167,"541,500,000",1
HILL PHOENIX INC,3001WHLLPH216GE,2021,13247060306,33.65141,-83.98367,166.7,"116,410.70","464,600",1
CRAWFORD PLANT,3063WGRWFR145AT,2021,13221960203,33.88725,-83.17806,161,161,"6,210,005",1
CJB INDUSTRIES INC CS PLANT,31601CJBND2114C,2021,13185010604,30.84452,-83.25292,159.42,"10,413.42","252,486",1
FANELLO INDUSTRIES,3055WFNLLN4EMAI,2023,-,34.424111,-83.100152,159,"34,921.00","799,723,000",1
GEORGIA PACIFIC GYPSUM LLC- SAVANNAH,3140WGRGPC151WA,2023,13051011800,32.07711,-81.05077,158.03,158.03,"3,634,626",1
VMC SPECIALTY ALLOYS LLC,3010WVMCSP8MART,2022,13015960202,34.367138,-84.906764,157.75,"78,759.15","3,858,208",1
ABB MOTORS & MECHANICAL INC.,30542RLNCL4349A,2022,13139001404,34.20119,-83.89873,157.32,"71,044.32","49,650,750",1
ABB MOTORS & MECHANICAL INC.,30542RLNCL4349A,2021,13139001404,34.20119,-83.89873,156.53,"76,522.53","51,255,870",1
HITACHI ASTEMO AMERICAS - GEORGIA FACTORY,3065WHTCHT1UNIS,2021,13297110301,33.805749,-83.674426,156,"26,457.00","27,740",1
CRAWFORD PLANT,3063WGRWFR145AT,2022,13221960203,33.88725,-83.17806,154,154,"5,980,004",1
MFG CHEMICAL INC BROOKS ROAD,30721MNFCT1200B,2021,13313001300,34.755764,-84.948498,154,154,"770,000",1
HITACHI ASTEMO AMERICAS - GEORGIA FACTORY,3065WHTCHT1UNIS,2022,13297110301,33.805749,-83.674426,153,"28,921.00","24,181",1
VMC SPECIALTY ALLOYS LLC,3010WVMCSP8MART,2023,13015960202,34.367138,-84.906764,150.7,"126,534.40","1,371,533",1
LUXOTTICA ATLANTA SERVICE CENTER,3025WLXTTC1GREE,2022,13151070318,33.39001,-84.17265,150.04,150.04,"365,214,790",1
ENCHEM AMERICA INC.,3053WNCHMM648HI,2022,-,34.174307,-83.434462,150,"500,150.00",0,1
S.I. STOREY LUMBER CO INC.,30105SSTRY285SI,2021,13115000202,34.40789,-85.22509,150,150,"2,700,000",1
S.I. STOREY LUMBER CO INC.,30105SSTRY285SI,2022,13115000202,34.40789,-85.22509,150,150,"2,700,000",1
S.I. STOREY LUMBER CO INC.,30105SSTRY285SI,2023,13115000202,34.40789,-85.22509,150,150,"2,700,000",1
BITUMAR (GEORGIA) INC.,30134YNGRF7982H,2021,13097080305,33.76184,-84.73284,147,499,"52,520,000",1
BITUMAR (GEORGIA) INC.,30134YNGRF7982H,2022,13097080305,33.76184,-84.73284,147,499,"52,520,000",1
BITUMAR (GEORGIA) INC.,30134YNGRF7982H,2023,13097080305,33.76184,-84.73284,147,499,"52,520,000",1
FANELLO INDUSTRIES,3055WFNLLN4EMAI,2022,-,34.424111,-83.100152,147,"30,182.00","752,093,500",1
RICOH ELECTRONICS INC,30243RCHLC1125H,2023,13135050583,33.9873,-83.95424,146.47,"1,548.60","372,135",1
GREAT SOUTHERN WOOD PRESERVING INC.,30207GRTST2290P,2022,13247060201,33.68995,-84.0596,145.25,201.95,"217,875",1
MFG CHEMICAL INC,30721FBRCH1804D,2022,13313000501,34.80342,-85.00018,140,140,"521,260",1
SENNECA HOLDINGS (HMF EXPRESS),3036WSNNCH2684P,2023,-,33.924426,-84.277104,139.87,"138,308.87","130,299,151",1
ELITE COMFORT SOLUTIONS - AMERICUS,31709HCKRYSOUTH,2022,13261950200,32.1098,-84.199823,139,"1,039.00","6,950,000",1
DREXEL CHEMICAL CO,31015DRXLCHIGHW,2021,13081010300,31.954392,-83.716743,134.2,848.05,"138,961",1
ABB MOTORS & MECHANICAL INC.,30542RLNCL4349A,2023,13139001404,34.20119,-83.89873,131.06,"67,681.08","56,801,950",1
CJB INDUSTRIES INC. GH PLANT,3160WCJBND71GIL,2023,13185011402,30.80312,-83.28122,129.21,"5,327.63","191,089",1
E-Z-GO A TEXTRON CO,30913ZGTXT1451M,2023,13245010602,33.39549,-81.988,126.83,"41,212.94","111,871,477",1
HITACHI ASTEMO AMERICAS - GEORGIA FACTORY,3065WHTCHT1UNIS,2023,13297110301,33.805749,-83.674426,126,"45,380.00","22,371",1
CRAWFORD PLANT,3063WGRWFR145AT,2023,13221960203,33.88725,-83.17806,125,125,"4,830,004",1
E-Z-GO A TEXTRON CO,30913ZGTXT1451M,2022,13245010602,33.39549,-81.988,124.89,"20,494.71","128,309,020",1
COLONIAL CHEMICAL SOLUTIONS INC.,31401SHLND400TE,2022,13051010504,32.080927,-81.142435,124.8,"3,866.80","1,418",1
SYNERGY RECYCLING LLC,3155WSYNRG15IND,2023,-,30.751077,-81.554501,123.53,"1,090,629.53","37,465,861",1
GOLD BOND BUILDING PRODUCTS - SAVANNAH,31418GLDBNBRAMP,2021,13051010601,32.10819,-81.14691,122.2,122.2,"2,810,600",1
HILL PHOENIX INC,3001WHLLPH216GE,2023,13247060306,33.65141,-83.98367,121,"67,122.00","181,500",1
SALFORD BBI INC,3053WSLFRD47SWA,2023,13137000604,34.505274,-83.534102,118,"23,668.00","954,840,000",1
SOUTHWIRE CO DOUGLAS PLANT 2,31533NTRMT1500P,2023,13069010701,31.4857,-82.87028,114.2,"16,162.00","2,626,600",1
COVESTRO LLC,30903DSMRS31COL,2023,13245010602,33.453879,-81.928462,113.91,113.91,"1,002",1
E-Z-GO A TEXTRON CO,30913ZGTXT1451M,2021,13245010602,33.39549,-81.988,112.17,"17,507.90","93,320,596",1
LIPPERT COMPONENTS INC PLANT 16,31750LPPRT160OR,2023,13017960501,31.69211,-83.225768,112,"9,797.00","497,630,000",1
KELLY PACKAGING INC,30014KLLYP13100,2021,13217100301,33.61606,-83.82741,110,110,"96,800",1
HEATCRAFT REFRIGERATION PRODUC TS INC.,31794HTCRF420SO,2021,13277960900,31.41364,-83.48369,107,107,"160,500",1
BEACH TIMBER CO - BLACKSHEAR,31516CPLCNHIGHW,2023,13229960401,31.25981,-82.29494,106,106,"176,350,000",1
ROPER PUMP CO,30529RPRPM3475O,2021,13157010300,34.21442,-83.48155,105.2,"49,253.20","93,458,600",1
NITRO QUIMICA CORP,30337SCHLL2300W,2022,13121010603,33.63622,-84.46187,103.41,"41,905.41",72,1
MISSION MINE,3155WMSSNMTYLER,2021,13025960202,31.055391,-81.96623,103,103,"1,854,000",1
KENDALL PATIENT RECOVERY LLC,30906KNDLL1816M,2021,13245010602,33.3944,-81.9846,102.72,"20,800.00","928,118,400",1
HARRIS PRODUCTS GROUP,30501HRRSC2345M,2023,13139001102,34.274,-83.85509,101.05,"216,621.05","188,593",1
STERIGENICS US LLC-ATLANTA GA FACILITY,30080GRFFT2973O,2023,13067031214,33.831379,-84.468191,101,"469,759.00","1,111,000,000",1
ROYSTON LLC ROYSTON PLANT,30662RYSTNOLDEL,2021,13147960300,34.274794,-83.094436,100.88,"70,943.88","537,819,590",1
ATLANTIC POLE - GEORGIA LLC,30474TLNTCATLAN,2021,13279970201,32.24296,-82.38688,100.73,"5,411.95","26,821,774",1
KENDALL PATIENT RECOVERY LLC,30906KNDLL1816M,2023,13245010602,33.3944,-81.9846,100.28,"19,202.02","916,801,600",1
KENDALL PATIENT RECOVERY LLC,30906KNDLL1816M,2022,13245010602,33.3944,-81.9846,98.2,"18,014.00","905,564,000",1
NITRO QUIMICA CORP,30337SCHLL2300W,2023,13121010603,33.63622,-84.46187,97.56,"52,582.56",68,1
PANDEL INC,30120PNDLN21RIV,2023,13015960601,34.14695,-84.79712,95.16,616.16,"9,516",1
FLEXIBLE METAL INC,30085FLXBL2467M,2023,13089021823,33.85715,-84.19569,95,"85,398.00","96,811,000",1
SALFORD BBI INC,3053WSLFRD47SWA,2021,13137000604,34.505274,-83.534102,94,"37,234.00","772,890,000",1
IVC US INC,3072WVCSNC11IVC,2023,13313001200,34.71709,-84.94529,93.88,"11,068.88","7,466",1
TOYO TIRE NA MANUFACTURING INC,30184TYTRN366HW,2022,13015960104,34.29555,-84.7331,91,"153,208.00","9,100",1
TOYO TIRE NA MANUFACTURING INC,30184TYTRN366HW,2023,13015960104,34.29555,-84.7331,91,"167,319.00","9,100",1
ELITE COMFORT SOLUTIONS - AMERICUS,31709HCKRYSOUTH,2023,13261950200,32.1098,-84.199823,90.39,90.39,"4,519,464",1
BIG TEX TRAILER MANUFACTURING INC.,3101WBGTXT52MID,2021,13081010300,31.96151,-83.74589,90,"10,255.00","15,768,000",1
INTERSPACE\/CONCORDE BATTERY GEORGIA CORP,3016WCNCRD795TR,2023,13067031321,33.761364,-84.57211,88.72,"328,577.72","2,030,710",1
OWENS CORNING ROOFING & ASPHALT LLC ATLANTA,30336WNSCR4795F,2023,13121007805,33.7625,-84.54611,88.64,88.63,"20,612,522",1
LUXOTTICA ATLANTA SERVICE CENTER,3025WLXTTC1GREE,2023,13151070318,33.39001,-84.17265,87.84,87.84,"134,781,254",1
SHIROKI-GA LLC,3072WSHRKG13VET,2021,13313000401,34.79696,-84.95608,87,"31,087.00","1,044,000",1
GEORGIA PACIFIC GYPSUM LLC- SAVANNAH,3140WGRGPC151WA,2022,13051011800,32.07711,-81.05077,86.79,86.79,"1,996,162",1
SALFORD BBI INC,3053WSLFRD47SWA,2022,13137000604,34.505274,-83.534102,86,"25,136.00","699,720,000",1
MANUS BIO,30903THNTR1750L,2021,13245010602,33.392583,-81.943139,85,157,259,1
COVESTRO LLC,30903DSMRS31COL,2022,13245010602,33.453879,-81.928462,84.91,200.91,747,1
SAFETY-KLEEN SYSTEMS MACON (MNG),3121WSFTYK658HA,2022,-,32.727473,-83.655981,83.9,822.4,"32,277,000",1
SASCO CHEMICAL GROUP MONROE,3170WSSCCH5115B,2021,-,31.60749,-84.16011,83,"12,544.00","8,300",1
TD AUTOMOTIVE COMPRESSOR GEORGIA LLC,30567TDTMT1VALE,2023,13157010200,34.17862,-83.6384,81.81,81.81,"90,460,019",1
GENERAL SHALE BRICK INC PLANT #40,30165GNRLS121TU,2021,13115001400,34.25797,-85.30393,80,"124,289.00","17,200",1
TYSON POULTRY INC-PROCESSING PLANT,30130TYSNF340WM,2022,13117130410,34.205276,-84.142502,80,"225,373.00","360,000",1
MFG CHEMICAL INC,30721FBRCH1804D,2021,13313000501,34.80342,-85.00018,78,78,"270,840",1
STEELFAB OF DUBLIN GEORGIA INC,31021STLFB902AS,2022,13175950800,32.52865,-82.91287,76.65,"164,304.82","17,770,549",1
HOOD INDUSTRIES INC.,31792MTCLFGEORG,2022,13275960800,30.70159,-83.98818,74.3,74.3,"1,717,438",1
SAFETY-KLEEN SYSTEMS MORROW (MOR),30360SFTYK7027C,2022,13063040424,33.56282,-84.34125,71.9,"45,216.20","27,170,009",1
DANIEL DEFENSE INC,3130WDNLDF11WAR,2021,13029920101,32.146144,-81.488918,71.85,"12,650.85","1,652,550",1
F & P GEORGIA,30162FPGRG88ENT,2023,13115001800,34.16922,-85.19721,71,"733,377.00","588,156",1
GEORGIA PACIFIC GYPSUM LLC- SAVANNAH,3140WGRGPC151WA,2021,13051011800,32.07711,-81.05077,70.57,70.57,"1,622,956",1
STEELFAB OF DUBLIN GEORGIA INC,31021STLFB902AS,2023,13175950800,32.52865,-82.91287,70.54,"147,382.64","18,187,232",1
PVS TECHNOLOGIES INC. (AUGUSTA),3090WPVSTC244DU,2021,13245010602,33.340848,-81.957529,70.5,70.5,"1,621,500",1
CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,30001STLLB3100W,2022,13067031409,33.819375,-84.647595,70.36,70.36,"1,344,180",1
SOUTHWIRE CO DOUGLAS PLANT 2,31533NTRMT1500P,2021,13069010701,31.4857,-82.87028,70.3,"60,826.30","1,616,900",1
NUCOR WAREHOUSE SYSTEMS - MONROE,3065WNCRWR1118W,2023,-,33.792912,-83.731412,67,"2,787.00","804,000",1
EVOQUA WATER TECHNOLOGIES LLC,31792SFLTR1828M,2022,13275960900,30.83308,-83.9518,66.44,"50,974.44","657,706,480",1
ROYSTON LLC ROYSTON PLANT,30662RYSTNOLDEL,2023,13147960300,34.274794,-83.094436,65,"85,106.26","338,369,110",1
GAF,3045WGFCRP52JIM,2021,13031110302,32.386628,-81.835713,64.45,64.45,"22,557,500",1
INDUSTRIAL CHEMICALS INC,30236NDSTR7635J,2021,13063040630,33.548889,-84.347778,64,64,"17,280",1
J&S CHEMICAL CORP,30115JSCHM17NIN,2021,13057090703,34.19383,-84.49936,64,64,"6,400",1
SYNERGY RECYCLING LLC,3155WSYNRG15IND,2021,-,30.751077,-81.554501,63.27,"189,615.27","17,641,007",1
HOOD INDUSTRIES INC.,31792MTCLFGEORG,2021,13275960800,30.70159,-83.98818,62.8,62.8,"1,451,743",1
ROYSTON LLC,30143PCKRYOLDHI,2022,13227050601,34.43393,-84.39268,62.78,"147,237.78","62,838,825",1
BASF CORP,31647MCRFLROUTE,2022,13075960200,31.2222,-83.4532,62.47,"27,351.28","452,626",1
ANCHOR GLASS CONTAINER CORPORATION-WARNER ROBINS,31088NCHRGBOOTH,2021,13153021118,32.586745,-83.591784,62.24,62.24,"1,327,497",1
WR MEADOWS OF GEORGIA,30001WRMDW100RI,2023,13015960901,34.1442,-84.84718,62,62,"3,596",1
SYNERGY RECYCLING LLC,3155WSYNRG15IND,2022,-,30.751077,-81.554501,59.7,"246,189.70","16,248,018",1
CJB INDUSTRIES INC CW PLANT,3160WCJBND2224C,2021,13185010604,30.84615,-83.24873,58.05,"1,459.05","190,348",1
AMPACET CORP,30120MPCTC100AM,2021,13015960901,34.14653,-84.83838,57,57,"72,783",1
CP&P RINCON PIPE,31326SHRMN5EBEN,2023,13103030303,32.341227,-81.243354,56.27,56.27,"1,294,210",1
AMPACET CORP,30120MPCTC100AM,2023,13015960901,34.14653,-84.83838,56.1,56.1,"71,127",1
ANITOX CORP,30043NTXCR1055P,2022,13135050582,33.995833,-83.961944,56,"9,514.00","2,576,000",1
CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,30001STLLB3100W,2021,13067031409,33.819375,-84.647595,55.74,55.74,"1,053,820",1
CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,30001STLLB3100W,2023,13067031409,33.819375,-84.647595,53.13,53.13,"982,540",1
PROFORM FINISHING PRODUCTS - ATLANTA,30096NWNGC4125B,2021,13135050324,33.974071,-84.167043,52,52,"533,618",1
ROYSTON LLC,30143PCKRYOLDHI,2023,13227050601,34.43393,-84.39268,51.83,"101,624.83","50,143,545",1
ANITOX CORP,30043NTXCR1055P,2023,13135050582,33.995833,-83.961944,51,"4,223.00","2,346,000",1
F & P GEORGIA,30162FPGRG88ENT,2021,13115001800,34.16922,-85.19721,50,"14,605.00","600,000",1
F & P GEORGIA,30162FPGRG88ENT,2022,13115001800,34.16922,-85.19721,50,"8,673.00","600,000",1
PROFORM FINISHING PRODUCTS - ATLANTA,30096NWNGC4125B,2022,13135050324,33.974071,-84.167043,50,50,"519,793",1
LUXOTTICA ATLANTA SERVICE CENTER,3025WLXTTC1GREE,2021,13151070318,33.39001,-84.17265,49.71,250.91,"92,332,120",1
ANITOX CORP,30043NTXCR1055P,2021,13135050582,33.995833,-83.961944,49,"8,303.00","2,254,000",1
MAREL INC.,30501STRKG1024A,2021,13139001304,34.275572,-83.825282,48.65,"146,200.65","477,048,487",1
ELITE COMFORT FOAM - SPRAYBERRY RD,30264JMSRV76SPR,2022,13077170308,33.39142,-84.79061,48,48,"3,900,000",1
J&S CHEMICAL CORP,30115JSCHM17NIN,2023,13057090703,34.19383,-84.49936,47.8,47.8,"4,780",1
ASCEND ELEMENTS INC,3001WSCNDL9176I,2022,-,33.612969,-83.842142,47,47,"279,078,000",1
HOOD INDUSTRIES INC.,31792MTCLFGEORG,2023,13275960800,30.70159,-83.98818,46.8,46.8,"1,076,400",1
ROYSTON LLC,30143PCKRYOLDHI,2021,13227050601,34.43393,-84.39268,46.29,"113,796.29","53,110,460",1
SAFETY-KLEEN SYSTEMS MORROW (MOR),30360SFTYK7027C,2023,13063040424,33.56282,-84.34125,46.1,"61,434.40","16,997,009",1
ROYSTON LLC ROYSTON PLANT,30662RYSTNOLDEL,2022,13147960300,34.274794,-83.094436,45.68,"102,237.68","239,664,940",1
PREMIER FOAM INC,30263CRNND374CO,2022,13077170605,33.351334,-84.83498,43.5,43.5,"2,175,000",1
TD AUTOMOTIVE COMPRESSOR GEORGIA LLC,30567TDTMT1VALE,2021,13157010200,34.17862,-83.6384,43.43,43.43,"85,922,097",1
DANIEL DEFENSE INC,3130WDNLDF11WAR,2023,13029920101,32.146144,-81.488918,43,"12,546.00","989,000",1
STERILIZATION SERVICES OF GEORGIA,30336STRLZ6005B,2022,13121010313,33.72623,-84.58422,42.24,"437,757.42","464,640,000",1
J&S CHEMICAL CORP,30115JSCHM17NIN,2022,13057090703,34.19383,-84.49936,42.1,42.1,"4,210",1
BIG TEX TRAILER MANUFACTURING INC.,3101WBGTXT52MID,2022,13081010300,31.96151,-83.74589,42,"12,595.00","504,000",1
GEORGIA MINERAL OPERATIONS,3155WGRGMNZERBA,2023,13229960100,31.4188,-82.10178,42,42,"72,270",1
NESTLE PURINA PETCARE,3064WNSTLP266IN,2022,13147960402,34.337444,-82.963372,42,42,139,1
PREMIER FOAM INC,30263CRNND374CO,2023,13077170605,33.351334,-84.83498,41.02,41.02,"2,051,000",1
ANCHOR GLASS CONTAINER CORPORATION-WARNER ROBINS,31088NCHRGBOOTH,2022,13153021118,32.586745,-83.591784,40.87,40.87,"863,849",1
FLEXIBLE METAL INC,30085FLXBL2467M,2022,13089021823,33.85715,-84.19569,40,"109,973.00","99,514,000",1
ILLINOIS TOOL WORKS CONTAMINATION CONTROL ELECTRONICS,30144CHMTR1825C,2022,13067030249,33.991885,-84.612436,40,40,159,1
POREX CORP,30213PRXTC500BO,2023,13121010519,33.55411,-84.593782,40,40,"480,000",1
PREMIER FOAM INC,30263CRNND374CO,2021,13077170605,33.351334,-84.83498,40,40,"2,000,000",1
INDUSTRIAL CHEMICALS INC,30236NDSTR7635J,2023,13063040630,33.548889,-84.347778,39,39,"10,530",1
CHART  INC,30114MVNCXI575A,2021,13057090402,34.29775,-84.42105,38.19,"113,558.47","404,623,900",1
WIKA INSTRUMENT LP,30243WKNST1000W,2022,13135050562,33.96163,-84.05268,38,"67,756.00","58,392,182",1
MAREL INC.,30501STRKG1024A,2022,13139001304,34.275572,-83.825282,37.7,"383,739.70","144,187,110",1
HEATCRAFT REFRIGERATION PRODUC TS INC.,31794HTCRF420SO,2022,13277960900,31.41364,-83.48369,37,37,"55,500",1
INDUSTRIAL CHEMICALS INC,30236NDSTR7635J,2022,13063040630,33.548889,-84.347778,37,37,"9,990",1
MODERN DISPERSIONS SOUTH INC.,3175WMDRND32EDW,2023,13017960502,31.679562,-83.255502,36.82,36.82,"31,052",1
AMPACET CORP,30120MPCTC100AM,2022,13015960901,34.14653,-84.83838,36,36,"71,063",1
FLEXIBLE METAL INC,30085FLXBL2467M,2021,13089021823,33.85715,-84.19569,36,"61,787.00","96,712,000",1
STERILIZATION SERVICES OF GEORGIA,30336STRLZ6005B,2023,13121010313,33.72623,-84.58422,35.7,"360,027.30","392,700,000",1
SHAW INDUSTRIES GROUP INC PLANT 1/3,30720SHWNDEASTF,2021,13313001300,34.7632,-84.96228,34.31,34.31,"12,008,500",1
GOLDENS' FOUNDRY & MACHINE CO,31015WSCST402GE,2021,13081010300,31.96346,-83.727603,34.28,"16,034.28","51,420",1
WILLIAM C. MEREDITH CO. INC.,30344WLLMC2335L,2021,13121011203,33.690724,-84.440188,34.13,"1,636.52","13,664,521",1
SHIROKI-GA LLC,3072WSHRKG13VET,2022,13313000401,34.79696,-84.95608,34,"39,834.00","408,000",1
WIKA INSTRUMENT LP,30243WKNST1000W,2023,13135050562,33.96163,-84.05268,34,"78,815.00","58,371,091",1
ADVANCED STEEL TECHNOLOGY,30161KTSSH300WH,2021,13115000100,34.32665,-85.09876,33.99,"235,033.99","407,880",1
CHART  INC,30114MVNCXI575A,2022,13057090402,34.29775,-84.42105,33.47,"65,364.47","303,249,150",1
INTERSPACE\/CONCORDE BATTERY GEORGIA CORP,3016WCNCRD795TR,2022,13067031321,33.761364,-84.57211,33.4,"222,033.40","757,650",1
MAREL INC.,30501STRKG1024A,2023,13139001304,34.275572,-83.825282,32.58,"351,835.58","135,826,480",1
CLOROX PRODUCTS MANUFACTURING CO,30050CLRXC17LAK,2021,13063040308,33.627222,-84.386839,32.48,261.02,"5,846",1
COVESTRO LLC,30903DSMRS31COL,2021,13245010602,33.453879,-81.928462,32.11,163.11,283,1
